Pallet: "polymesh_contracts", Extrinsic: "put_code", Lowest values: [], Highest values: [], Steps: [50], Repeat: 5
l,u,d,extrinsic_time,storage_root_time,reads,repeat_reads,writes,repeat_writes
524288,100000,15993,134906519,12113,9,8,4,2
524288,100000,15993,132228392,10580,9,8,4,2
524288,100000,15993,133552318,11675,9,8,4,2
524288,100000,17992,135575946,10644,9,8,4,2
524288,100000,17992,134397778,10689,9,8,4,2
524288,100000,17992,138107623,11453,9,8,4,2
524288,100000,17992,127726777,11713,9,8,4,2
524288,100000,17992,136103673,10175,9,8,4,2
524288,100000,19991,131188034,11535,9,8,4,2
524288,100000,19991,140337284,12061,9,8,4,2
524288,100000,19991,136444856,11446,9,8,4,2
524288,100000,19991,131560096,11768,9,8,4,2
524288,100000,19991,131458421,12650,9,8,4,2
524288,100000,21990,136313160,12572,9,8,4,2
524288,100000,21990,137641044,13072,9,8,4,2
524288,100000,21990,135065799,11935,9,8,4,2
524288,100000,21990,127719941,11808,9,8,4,2
524288,100000,21990,128063823,11354,9,8,4,2
524288,100000,23989,141512237,29906,9,8,4,2
524288,100000,23989,135855207,12373,9,8,4,2
524288,100000,23989,144050790,11699,9,8,4,2
524288,100000,23989,136148885,11953,9,8,4,2
524288,100000,23989,140345720,11013,9,8,4,2
524288,100000,25988,129991934,12656,9,8,4,2
524288,100000,25988,130516054,12215,9,8,4,2
524288,100000,25988,142965030,11578,9,8,4,2
524288,100000,25988,133986368,11786,9,8,4,2
524288,100000,25988,128860132,30918,9,8,4,2
524288,100000,27987,133794337,10344,9,8,4,2
524288,100000,27987,135255415,10136,9,8,4,2
524288,100000,27987,133025748,11100,9,8,4,2
524288,100000,27987,132510216,10743,9,8,4,2
524288,100000,27987,133881092,11523,9,8,4,2
524288,100000,29986,130790443,10546,9,8,4,2
524288,100000,29986,131930216,11799,9,8,4,2
524288,100000,29986,130380843,10419,9,8,4,2
524288,100000,29986,132230387,11021,9,8,4,2
524288,100000,29986,133500364,11424,9,8,4,2
524288,100000,31985,128994545,11354,9,8,4,2
524288,100000,31985,128330814,14055,9,8,4,2
524288,100000,31985,131100014,11010,9,8,4,2
524288,100000,31985,138322901,12408,9,8,4,2
524288,100000,31985,148411180,10763,9,8,4,2
524288,100000,33984,131539485,13869,9,8,4,2
524288,100000,33984,132973466,11305,9,8,4,2
524288,100000,33984,130694762,10760,9,8,4,2
524288,100000,33984,134003726,10850,9,8,4,2
524288,100000,33984,137398855,11489,9,8,4,2
524288,100000,35983,126039939,10271,9,8,4,2
524288,100000,35983,131834237,10669,9,8,4,2
524288,100000,35983,130846169,13910,9,8,4,2
524288,100000,35983,154736718,11489,9,8,4,2
524288,100000,35983,138767556,11564,9,8,4,2
524288,100000,37982,132368813,11688,9,8,4,2
524288,100000,37982,131096792,12619,9,8,4,2
524288,100000,37982,136473387,11686,9,8,4,2
524288,100000,37982,138907227,11454,9,8,4,2
524288,100000,37982,135121727,10807,9,8,4,2
524288,100000,39981,125039920,10524,9,8,4,2
524288,100000,39981,127194970,10653,9,8,4,2
524288,100000,39981,128011117,10896,9,8,4,2
524288,100000,39981,127977843,11969,9,8,4,2
524288,100000,39981,132950291,11757,9,8,4,2
524288,100000,41980,132701950,11237,9,8,4,2
524288,100000,41980,130443361,12349,9,8,4,2
524288,100000,41980,134843950,12167,9,8,4,2
524288,100000,41980,136936207,13544,9,8,4,2
524288,100000,41980,134657771,13636,9,8,4,2
524288,100000,43979,133710910,12943,9,8,4,2
524288,100000,43979,136067069,12631,9,8,4,2
524288,100000,43979,133574748,11980,9,8,4,2
524288,100000,43979,130222829,10590,9,8,4,2
524288,100000,43979,131326454,12005,9,8,4,2
524288,100000,45978,132105879,11153,9,8,4,2
524288,100000,45978,133896518,13256,9,8,4,2
524288,100000,45978,135011068,14107,9,8,4,2
524288,100000,45978,132678371,12561,9,8,4,2
524288,100000,45978,136887335,11980,9,8,4,2
524288,100000,47977,133349613,12225,9,8,4,2
524288,100000,47977,137104938,11733,9,8,4,2
524288,100000,47977,134033189,11977,9,8,4,2
524288,100000,47977,136175662,11423,9,8,4,2
524288,100000,47977,138361667,11651,9,8,4,2
524288,100000,49976,141136096,34010,9,8,4,2
524288,100000,49976,137071921,12198,9,8,4,2
524288,100000,49976,134759680,12263,9,8,4,2
524288,100000,49976,136534754,13188,9,8,4,2
524288,100000,49976,132232438,12530,9,8,4,2
524288,100000,51975,136924832,12207,9,8,4,2
524288,100000,51975,124384686,11788,9,8,4,2
524288,100000,51975,126672822,11859,9,8,4,2
524288,100000,51975,128905378,11868,9,8,4,2
524288,100000,51975,130325064,11402,9,8,4,2
524288,100000,53974,129182184,11219,9,8,4,2
524288,100000,53974,133124275,11531,9,8,4,2
524288,100000,53974,130582831,11838,9,8,4,2
524288,100000,53974,138822899,10710,9,8,4,2
524288,100000,53974,131464100,11758,9,8,4,2
524288,100000,55973,144695344,11805,9,8,4,2
524288,100000,55973,132550891,12310,9,8,4,2
524288,100000,55973,136398151,11261,9,8,4,2
524288,100000,55973,133649724,12109,9,8,4,2
524288,100000,55973,132559850,10961,9,8,4,2
524288,100000,57972,134057769,11334,9,8,4,2
524288,100000,57972,130696763,12385,9,8,4,2
524288,100000,57972,130470624,12567,9,8,4,2
524288,100000,57972,127405673,10733,9,8,4,2
524288,100000,57972,139895546,12441,9,8,4,2
524288,100000,59971,129136175,10441,9,8,4,2
524288,100000,59971,132475647,12196,9,8,4,2
524288,100000,59971,136559099,12531,9,8,4,2
524288,100000,59971,137733325,11824,9,8,4,2
524288,100000,59971,136245692,11293,9,8,4,2
524288,100000,61970,132609022,11926,9,8,4,2
524288,100000,61970,133775170,11463,9,8,4,2
524288,100000,61970,130407978,11625,9,8,4,2
524288,100000,61970,137153705,12401,9,8,4,2
524288,100000,61970,133952020,12391,9,8,4,2
524288,100000,63969,152330049,13240,9,8,4,2
524288,100000,63969,127944534,11069,9,8,4,2
524288,100000,63969,125011013,11078,9,8,4,2
524288,100000,63969,131077631,11705,9,8,4,2
524288,100000,63969,133055868,10145,9,8,4,2
524288,100000,65968,129403084,11828,9,8,4,2
524288,100000,65968,129667628,11306,9,8,4,2
524288,100000,65968,130801676,11391,9,8,4,2
524288,100000,65968,134404165,12492,9,8,4,2
524288,100000,65968,129968612,11482,9,8,4,2
524288,100000,67967,131637937,12126,9,8,4,2
524288,100000,67967,136987613,12034,9,8,4,2
524288,100000,67967,132187825,11236,9,8,4,2
524288,100000,67967,136131875,11507,9,8,4,2
524288,100000,67967,137007237,25002,9,8,4,2
524288,100000,69966,134653168,11553,9,8,4,2
524288,100000,69966,137704859,11353,9,8,4,2
524288,100000,69966,132085176,11669,9,8,4,2
524288,100000,69966,135759413,11156,9,8,4,2
524288,100000,69966,136858449,11144,9,8,4,2
524288,100000,71965,132901340,13738,9,8,4,2
524288,100000,71965,131743081,11469,9,8,4,2
524288,100000,71965,141775710,11857,9,8,4,2
524288,100000,71965,135008506,11918,9,8,4,2
524288,100000,71965,132455295,13302,9,8,4,2
524288,100000,73964,129143970,11951,9,8,4,2
524288,100000,73964,135592706,14299,9,8,4,2
524288,100000,73964,136404200,12055,9,8,4,2
524288,100000,73964,131592857,11712,9,8,4,2
524288,100000,73964,131954713,11429,9,8,4,2
524288,100000,75963,136759840,14074,9,8,4,2
524288,100000,75963,133050358,13179,9,8,4,2
524288,100000,75963,134977603,11974,9,8,4,2
524288,100000,75963,136463869,24350,9,8,4,2
524288,100000,75963,131685400,11295,9,8,4,2
524288,100000,77962,130813840,12004,9,8,4,2
524288,100000,77962,131388986,11450,9,8,4,2
524288,100000,77962,132181786,12041,9,8,4,2
524288,100000,77962,127878190,13116,9,8,4,2
524288,100000,77962,129135711,12010,9,8,4,2
524288,100000,79961,127918030,12021,9,8,4,2
524288,100000,79961,130084890,12633,9,8,4,2
524288,100000,79961,131410389,11733,9,8,4,2
524288,100000,79961,128845443,12481,9,8,4,2
524288,100000,79961,132358957,11524,9,8,4,2
524288,100000,81960,132484492,10736,9,8,4,2
524288,100000,81960,132725253,10980,9,8,4,2
524288,100000,81960,136582921,11339,9,8,4,2
524288,100000,81960,136794255,11331,9,8,4,2
524288,100000,81960,136071161,12810,9,8,4,2
524288,100000,83959,131434622,10939,9,8,4,2
524288,100000,83959,136399319,12267,9,8,4,2
524288,100000,83959,135126855,13464,9,8,4,2
524288,100000,83959,138335719,14279,9,8,4,2
524288,100000,83959,133989038,11786,9,8,4,2
524288,100000,85958,141265492,11622,9,8,4,2
524288,100000,85958,136680687,13720,9,8,4,2
524288,100000,85958,134558883,12590,9,8,4,2
524288,100000,85958,135093791,11302,9,8,4,2
524288,100000,85958,133617417,12079,9,8,4,2
524288,100000,87957,132670016,12238,9,8,4,2
524288,100000,87957,131197336,13317,9,8,4,2
524288,100000,87957,129879784,12213,9,8,4,2
524288,100000,87957,132581327,11971,9,8,4,2
524288,100000,87957,134201752,11526,9,8,4,2
524288,100000,89956,136264021,12664,9,8,4,2
524288,100000,89956,174751017,11557,9,8,4,2
524288,100000,89956,129848166,11282,9,8,4,2
524288,100000,89956,134910363,12342,9,8,4,2
524288,100000,89956,133577116,13711,9,8,4,2
524288,100000,91955,133981054,11928,9,8,4,2
524288,100000,91955,136971259,11406,9,8,4,2
524288,100000,91955,135891359,12437,9,8,4,2
524288,100000,91955,134523683,12075,9,8,4,2
524288,100000,91955,135802811,31142,9,8,4,2
524288,100000,93954,136207171,11872,9,8,4,2
524288,100000,93954,138581021,12886,9,8,4,2
524288,100000,93954,152675765,12070,9,8,4,2
524288,100000,93954,130138105,11932,9,8,4,2
524288,100000,93954,136996485,11874,9,8,4,2
524288,100000,95953,130470095,11250,9,8,4,2
524288,100000,95953,134833796,11333,9,8,4,2
524288,100000,95953,134957858,12985,9,8,4,2
524288,100000,95953,133624135,12352,9,8,4,2
524288,100000,95953,135356162,12749,9,8,4,2
524288,100000,97952,127801100,11850,9,8,4,2
524288,100000,97952,126096262,12004,9,8,4,2
524288,100000,97952,132453169,11422,9,8,4,2
524288,100000,97952,137857328,12846,9,8,4,2
524288,100000,97952,129991627,11700,9,8,4,2
524288,100000,99951,129993498,11661,9,8,4,2
524288,100000,99951,130691780,11598,9,8,4,2
524288,100000,99951,134747603,11486,9,8,4,2
524288,100000,99951,137557920,13028,9,8,4,2
524288,100000,99951,132535921,11800,9,8,4,2

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=        0
    + l    0.255
    + u    0.018
    + d    0.003
              µs

Reads = 9 + (0 * l) + (0 * u) + (0 * d)
Writes = 4 + (0 * l) + (0 * u) + (0 * d)
Min Squares Analysis
========
-- Extrinsic Time --

Data points distribution:
    l     u     d   mean µs  sigma µs       %
    1 100000 100000      1302     13.64    1.0%
10486 100000 100000      3702     47.62    1.2%
20971 100000 100000      6521     80.33    1.2%
31456 100000 100000      9089     127.3    1.4%
41941 100000 100000     11740     190.7    1.6%
52426 100000 100000     15000     72.65    0.4%
62911 100000 100000     17610     216.3    1.2%
73396 100000 100000     20060     523.7    2.6%
83881 100000 100000     21160     106.5    0.5%
94366 100000 100000     24920     604.6    2.4%
104851 100000 100000     28790     361.7    1.2%
115336 100000 100000     31550     346.4    1.0%
125821 100000 100000     32900     519.8    1.5%
136306 100000 100000     37440     944.7    2.5%
146791 100000 100000     37580     371.6    0.9%
157276 100000 100000     38690      1094    2.8%
167761 100000 100000     40720     656.3    1.6%
178246 100000 100000     46770     167.7    0.3%
188731 100000 100000     48200     976.2    2.0%
199216 100000 100000     54620     450.5    0.8%
209701 100000 100000     59480      1332    2.2%
220186 100000 100000     60050     584.6    0.9%
230671 100000 100000     63360      1089    1.7%
241156 100000 100000     62160     561.2    0.9%
251641 100000 100000     65340     348.6    0.5%
262126 100000 100000     67290     416.3    0.6%
272611 100000 100000     73650      3034    4.1%
283096 100000 100000     71550     910.6    1.2%
293581 100000 100000     73710     912.5    1.2%
304066 100000 100000     78300     532.2    0.6%
314551 100000 100000     76610     832.3    1.0%
325036 100000 100000     79410     373.1    0.4%
335521 100000 100000     84760      1331    1.5%
346006 100000 100000     86720      1359    1.5%
356491 100000 100000     91750      1162    1.2%
366976 100000 100000     91680      1418    1.5%
377461 100000 100000     90650     617.9    0.6%
387946 100000 100000     94470      2190    2.3%
398431 100000 100000    109400     712.3    0.6%
408916 100000 100000    105400     357.5    0.3%
419401 100000 100000    111200      1512    1.3%
429886 100000 100000    114000     740.7    0.6%
440371 100000 100000    111100     608.6    0.5%
450856 100000 100000    118200      1213    1.0%
461341 100000 100000    118600      1027    0.8%
471826 100000 100000    123500      2063    1.6%
482311 100000 100000    135500      9085    6.7%
492796 100000 100000    135100      1674    1.2%
503281 100000 100000    129100      2313    1.7%
513766 100000 100000    132900      1671    1.2%
524251 100000 100000    134900      1867    1.3%
524288     1 100000    130000      1388    1.0%
524288  2000 100000    139900      1182    0.8%
524288  3999 100000    139000     832.9    0.5%
524288  5998 100000    140200      2450    1.7%
524288  7997 100000    128900      1709    1.3%
524288  9996 100000    129400      4093    3.1%
524288 11995 100000    132700      2630    1.9%
524288 13994 100000    133800      2921    2.1%
524288 15993 100000    132000      1499    1.1%
524288 17992 100000    132800      1625    1.2%
524288 19991 100000    130900     904.6    0.6%
524288 21990 100000    127200     385.4    0.3%
524288 23989 100000    137800      1085    0.7%
524288 25988 100000    131400      1435    1.0%
524288 27987 100000    131400     841.4    0.6%
524288 29986 100000    131100     746.4    0.5%
524288 31985 100000    133100      2050    1.5%
524288 33984 100000    130800     856.6    0.6%
524288 35983 100000    136800     986.4    0.7%
524288 37982 100000    131100      1958    1.4%
524288 39981 100000    133100     982.8    0.7%
524288 41980 100000    135000      5383    3.9%
524288 43979 100000    133100      1246    0.9%
524288 45978 100000    130300      2443    1.8%
524288 47977 100000    131200     723.9    0.5%
524288 49976 100000    132800      2106    1.5%
524288 51975 100000    135200     898.7    0.6%
524288 53974 100000    138000      3147    2.2%
524288 55973 100000    134900      2410    1.7%
524288 57972 100000    131700     725.2    0.5%
524288 59971 100000    132200      1019    0.7%
524288 61970 100000    133900     578.6    0.4%
524288 63969 100000    132900     835.5    0.6%
524288 65968 100000    132300      1308    0.9%
524288 67967 100000    135100      1991    1.4%
524288 69966 100000    135000      1453    1.0%
524288 71965 100000    134800      3247    2.4%
524288 73964 100000    136500      2419    1.7%
524288 75963 100000    132400      2916    2.2%
524288 77962 100000    134500       850    0.6%
524288 79961 100000    126700      1603    1.2%
524288 81960 100000    133700      1032    0.7%
524288 83959 100000    136000     189.7    0.1%
524288 85958 100000    135400      1788    1.3%
524288 87957 100000    135000      1205    0.8%
524288 89956 100000    137100     461.1    0.3%
524288 91955 100000    130600     551.6    0.4%
524288 93954 100000    135100     792.2    0.5%
524288 95953 100000    134700      1290    0.9%
524288 97952 100000    134700      4137    3.0%
524288 99951 100000    130500     581.2    0.4%
524288 100000     1    130900      2561    1.9%
524288 100000  2000    128200      3218    2.5%
524288 100000  3999    131700      1607    1.2%
524288 100000  5998    133500      2357    1.7%
524288 100000  7997    135000      2126    1.5%
524288 100000  9996    136700      3277    2.3%
524288 100000 11995    133800       387    0.2%
524288 100000 13994    134000     723.8    0.5%
524288 100000 15993    133200     272.7    0.2%
524288 100000 17992    135300     713.1    0.5%
524288 100000 19991    133100      2327    1.7%
524288 100000 21990    133100      3630    2.7%
524288 100000 23989    139300      2303    1.6%
524288 100000 25988    131400      1772    1.3%
524288 100000 27987    133500     384.3    0.2%
524288 100000 29986    131600     620.2    0.4%
524288 100000 31985    132800      3994    3.0%
524288 100000 33984    132800      1010    0.7%
524288 100000 35983    133800      3524    2.6%
524288 100000 37982    134600      1707    1.2%
524288 100000 39981    127700     377.1    0.2%
524288 100000 41980    134000     968.8    0.7%
524288 100000 43979    132800      1093    0.8%
524288 100000 45978    133800     952.6    0.7%
524288 100000 47977    135700      1286    0.9%
524288 100000 49976    136100       988    0.7%
524288 100000 51975    128600      1503    1.1%
524288 100000 53974    131700      1053    0.7%
524288 100000 55973    134200      1615    1.2%
524288 100000 57972    131700      1640    1.2%
524288 100000 59971    135000      1855    1.3%
524288 100000 61970    133400     595.8    0.4%
524288 100000 63969    130600      2104    1.6%
524288 100000 65968    130100     479.6    0.3%
524288 100000 67967    135100      2090    1.5%
524288 100000 69966    135700     900.3    0.6%
524288 100000 71965    133400      1113    0.8%
524288 100000 73964    133000      1806    1.3%
524288 100000 75963    134800      1397    1.0%
524288 100000 77962    130400     955.9    0.7%
524288 100000 79961    130100      1047    0.8%
524288 100000 81960    135100      1710    1.2%
524288 100000 83959    135100     984.5    0.7%
524288 100000 85958    135400       901    0.6%
524288 100000 87957    132100     674.2    0.5%
524288 100000 89956    134900      1096    0.8%
524288 100000 91955    135400     624.9    0.4%
524288 100000 93954    137200       987    0.7%
524288 100000 95953    134400     601.6    0.4%
524288 100000 97952    130000      1900    1.4%
524288 100000 99951    132600      1658    1.2%

Quality and confidence:
param     error
l         0.001
u         0.006
d         0.006

Model:
Time ~=        0
    + l    0.254
    + u    0.016
    + d    0.018
              µs

Reads = 9 + (0 * l) + (0 * u) + (0 * d)
Writes = 4 + (0 * l) + (0 * u) + (0 * d)
