Pallet: "pallet_corporate_actions", Extrinsic: "initiate_corporate_action_provided", Lowest values: [], Highest values: [], Steps: [100], Repeat: 5
w,t,extrinsic_time,storage_root_time,reads,repeat_reads,writes,repeat_writes
1000,220,934918,7234,16,11,5,2
1000,220,942264,6715,16,11,5,2
1000,220,927684,6803,16,11,5,2
1000,220,921863,7456,16,11,5,2
1000,225,1155537,7458,16,11,5,2
1000,225,1049309,7627,16,11,5,2
1000,225,1070927,7573,16,11,5,2
1000,225,955412,7429,16,11,5,2
1000,225,1075477,8195,16,11,5,2
1000,230,1054882,7361,16,11,5,2
1000,230,1044472,7785,16,11,5,2
1000,230,1020746,7291,16,11,5,2
1000,230,1058310,7790,16,11,5,2
1000,230,1043119,24380,16,11,5,2
1000,235,1738655,10762,16,11,5,2
1000,235,1126683,7612,16,11,5,2
1000,235,947678,6996,16,11,5,2
1000,235,978579,7561,16,11,5,2
1000,235,1115835,7742,16,11,5,2
1000,240,982748,7099,16,11,5,2
1000,240,1090791,7121,16,11,5,2
1000,240,951404,7657,16,11,5,2
1000,240,1077665,7610,16,11,5,2
1000,240,1154786,9008,16,11,5,2
1000,245,962418,6861,16,11,5,2
1000,245,943273,7437,16,11,5,2
1000,245,1070883,7525,16,11,5,2
1000,245,967417,7984,16,11,5,2
1000,245,1084825,7132,16,11,5,2
1000,250,990010,7433,16,11,5,2
1000,250,1043480,7273,16,11,5,2
1000,250,945411,7684,16,11,5,2
1000,250,1024361,7126,16,11,5,2
1000,250,1139549,8703,16,11,5,2
1000,255,1168044,8320,16,11,5,2
1000,255,1144234,7343,16,11,5,2
1000,255,955145,8320,16,11,5,2
1000,255,1082021,8813,16,11,5,2
1000,255,1158597,8158,16,11,5,2
1000,260,1086742,19772,16,11,5,2
1000,260,1185876,7775,16,11,5,2
1000,260,1097889,8026,16,11,5,2
1000,260,982435,7407,16,11,5,2
1000,260,1032111,7909,16,11,5,2
1000,265,1208307,8413,16,11,5,2
1000,265,1038097,8295,16,11,5,2
1000,265,936801,7690,16,11,5,2
1000,265,1124518,7113,16,11,5,2
1000,265,1002954,7127,16,11,5,2
1000,270,1050245,7873,16,11,5,2
1000,270,986458,7457,16,11,5,2
1000,270,1043384,7881,16,11,5,2
1000,270,1014140,6937,16,11,5,2
1000,270,959381,6455,16,11,5,2
1000,275,1085289,7245,16,11,5,2
1000,275,1100848,7442,16,11,5,2
1000,275,1072416,7243,16,11,5,2
1000,275,971164,7018,16,11,5,2
1000,275,1063339,7853,16,11,5,2
1000,280,1088683,7179,16,11,5,2
1000,280,1100500,6385,16,11,5,2
1000,280,968262,6436,16,11,5,2
1000,280,1073965,7106,16,11,5,2
1000,280,987860,8453,16,11,5,2
1000,285,1105329,6776,16,11,5,2
1000,285,1059424,8444,16,11,5,2
1000,285,1106061,7771,16,11,5,2
1000,285,1062976,7385,16,11,5,2
1000,285,1053231,7658,16,11,5,2
1000,290,1254582,9096,16,11,5,2
1000,290,1103845,7152,16,11,5,2
1000,290,1065906,6383,16,11,5,2
1000,290,1112919,7503,16,11,5,2
1000,290,1127503,7827,16,11,5,2
1000,295,1222577,7696,16,11,5,2
1000,295,1003956,7541,16,11,5,2
1000,295,1222113,8242,16,11,5,2
1000,295,2943909,15518,16,11,5,2
1000,295,1090464,7847,16,11,5,2
1000,300,1256878,8387,16,11,5,2
1000,300,1199356,8291,16,11,5,2
1000,300,1128757,7906,16,11,5,2
1000,300,1115781,7939,16,11,5,2
1000,300,1223210,8002,16,11,5,2
1000,305,989743,6763,16,11,5,2
1000,305,975186,7747,16,11,5,2
1000,305,1096723,9450,16,11,5,2
1000,305,1201066,8536,16,11,5,2
1000,305,1125762,7348,16,11,5,2
1000,310,1088184,6984,16,11,5,2
1000,310,1058434,7872,16,11,5,2
1000,310,990648,7415,16,11,5,2
1000,310,1007208,7130,16,11,5,2
1000,310,1249887,8765,16,11,5,2
1000,315,1144192,7748,16,11,5,2
1000,315,950469,6674,16,11,5,2
1000,315,980780,7993,16,11,5,2
1000,315,1109572,9153,16,11,5,2
1000,315,1188583,6963,16,11,5,2
1000,320,1357274,11436,16,11,5,2
1000,320,1067415,7801,16,11,5,2
1000,320,1094209,7877,16,11,5,2
1000,320,1127008,8275,16,11,5,2
1000,320,1290294,8184,16,11,5,2
1000,325,1169433,8668,16,11,5,2
1000,325,1117237,20149,16,11,5,2
1000,325,1240859,8816,16,11,5,2
1000,325,1174492,8081,16,11,5,2
1000,325,1129217,9125,16,11,5,2
1000,330,1118481,19375,16,11,5,2
1000,330,1178420,7830,16,11,5,2
1000,330,996088,6630,16,11,5,2
1000,330,989869,7798,16,11,5,2
1000,330,1333604,8179,16,11,5,2
1000,335,981051,7661,16,11,5,2
1000,335,987108,7369,16,11,5,2
1000,335,1936740,11627,16,11,5,2
1000,335,982833,7534,16,11,5,2
1000,335,1238570,8656,16,11,5,2
1000,340,1080824,7704,16,11,5,2
1000,340,1080184,8178,16,11,5,2
1000,340,1092527,6798,16,11,5,2
1000,340,1039639,7952,16,11,5,2
1000,340,992513,6321,16,11,5,2
1000,345,1000198,7141,16,11,5,2
1000,345,1029879,7722,16,11,5,2
1000,345,1010745,7685,16,11,5,2
1000,345,1107819,6931,16,11,5,2
1000,345,998503,7471,16,11,5,2
1000,350,988842,6841,16,11,5,2
1000,350,1147858,8447,16,11,5,2
1000,350,1075720,7809,16,11,5,2
1000,350,1107464,7315,16,11,5,2
1000,350,1117598,6538,16,11,5,2
1000,355,1097808,6822,16,11,5,2
1000,355,1423765,13131,16,11,5,2
1000,355,1052803,8054,16,11,5,2
1000,355,983293,7628,16,11,5,2
1000,355,991419,6705,16,11,5,2
1000,360,1017691,8056,16,11,5,2
1000,360,1045931,8134,16,11,5,2
1000,360,1049793,7150,16,11,5,2
1000,360,977185,7118,16,11,5,2
1000,360,1086042,8123,16,11,5,2
1000,365,1098883,6742,16,11,5,2
1000,365,1081102,7802,16,11,5,2
1000,365,1002365,7488,16,11,5,2
1000,365,1060184,9162,16,11,5,2
1000,365,1153507,8103,16,11,5,2
1000,370,974622,7469,16,11,5,2
1000,370,1177234,19881,16,11,5,2
1000,370,1116582,7501,16,11,5,2
1000,370,1146089,7817,16,11,5,2
1000,370,1307382,8469,16,11,5,2
1000,375,1061424,7451,16,11,5,2
1000,375,1148483,7396,16,11,5,2
1000,375,1150356,8308,16,11,5,2
1000,375,1229604,8285,16,11,5,2
1000,375,1237600,9009,16,11,5,2
1000,380,993735,7009,16,11,5,2
1000,380,993471,7506,16,11,5,2
1000,380,1167255,8406,16,11,5,2
1000,380,1079733,8338,16,11,5,2
1000,380,1044153,7294,16,11,5,2
1000,385,1395836,10143,16,11,5,2
1000,385,1506613,15443,16,11,5,2
1000,385,1232946,7218,16,11,5,2
1000,385,1240343,7966,16,11,5,2
1000,385,1082826,7745,16,11,5,2
1000,390,1198908,8125,16,11,5,2
1000,390,1028440,6989,16,11,5,2
1000,390,1008296,8529,16,11,5,2
1000,390,1024230,7765,16,11,5,2
1000,390,1028810,7892,16,11,5,2
1000,395,1162338,8544,16,11,5,2
1000,395,1162457,9610,16,11,5,2
1000,395,1056209,8016,16,11,5,2
1000,395,1068943,7916,16,11,5,2
1000,395,1000209,7683,16,11,5,2
1000,400,1143788,8103,16,11,5,2
1000,400,1064611,7155,16,11,5,2
1000,400,1167385,8475,16,11,5,2
1000,400,1128648,7233,16,11,5,2
1000,400,1159555,6898,16,11,5,2
1000,405,1146668,7685,16,11,5,2
1000,405,994875,7141,16,11,5,2
1000,405,1193491,9043,16,11,5,2
1000,405,1259683,13077,16,11,5,2
1000,405,1227622,7871,16,11,5,2
1000,410,1069319,8308,16,11,5,2
1000,410,1043909,8408,16,11,5,2
1000,410,1181556,7406,16,11,5,2
1000,410,1152697,6962,16,11,5,2
1000,410,1149283,7455,16,11,5,2
1000,415,1131201,9079,16,11,5,2
1000,415,1024646,7612,16,11,5,2
1000,415,1017158,7922,16,11,5,2
1000,415,1166971,8165,16,11,5,2
1000,415,1014916,9296,16,11,5,2
1000,420,1337658,8774,16,11,5,2
1000,420,997386,6786,16,11,5,2
1000,420,1029885,7404,16,11,5,2
1000,420,1147533,6872,16,11,5,2
1000,420,1074543,7434,16,11,5,2
1000,425,1107083,8372,16,11,5,2
1000,425,1016959,7397,16,11,5,2
1000,425,1110753,7127,16,11,5,2
1000,425,1135997,7786,16,11,5,2
1000,425,1275486,9453,16,11,5,2
1000,430,1240528,8880,16,11,5,2
1000,430,1023621,7425,16,11,5,2
1000,430,1027210,40814,16,11,5,2
1000,430,1115733,6903,16,11,5,2
1000,430,1157257,8460,16,11,5,2
1000,435,1187792,7780,16,11,5,2
1000,435,1126581,7891,16,11,5,2
1000,435,1156246,8111,16,11,5,2
1000,435,1257582,7486,16,11,5,2
1000,435,1262411,8372,16,11,5,2
1000,440,1101449,7315,16,11,5,2
1000,440,1171114,6524,16,11,5,2
1000,440,1177269,16566,16,11,5,2
1000,440,1157488,8318,16,11,5,2
1000,440,1250055,8738,16,11,5,2
1000,445,1153608,7482,16,11,5,2
1000,445,1053835,8195,16,11,5,2
1000,445,1237021,8523,16,11,5,2
1000,445,1326127,8599,16,11,5,2
1000,445,1227261,10482,16,11,5,2
1000,450,1140718,9208,16,11,5,2
1000,450,1310048,9117,16,11,5,2
1000,450,1120908,7117,16,11,5,2
1000,450,1172052,8208,16,11,5,2
1000,450,1259862,7805,16,11,5,2
1000,455,1044207,6775,16,11,5,2
1000,455,1067992,7346,16,11,5,2
1000,455,1249913,8432,16,11,5,2
1000,455,1167670,9091,16,11,5,2
1000,455,1434463,9373,16,11,5,2
1000,460,1062913,7221,16,11,5,2
1000,460,1246084,8128,16,11,5,2
1000,460,1191661,8536,16,11,5,2
1000,460,1077542,8104,16,11,5,2
1000,460,1072108,7993,16,11,5,2
1000,465,1279714,8505,16,11,5,2
1000,465,1235848,8637,16,11,5,2
1000,465,1122674,7136,16,11,5,2
1000,465,1123484,7229,16,11,5,2
1000,465,1035141,6964,16,11,5,2
1000,470,1194626,7756,16,11,5,2
1000,470,1230616,7724,16,11,5,2
1000,470,1138738,8141,16,11,5,2
1000,470,1068731,6870,16,11,5,2
1000,470,1300111,9322,16,11,5,2
1000,475,1017688,6641,16,11,5,2
1000,475,1191565,7446,16,11,5,2
1000,475,1231939,9210,16,11,5,2
1000,475,1192561,9344,16,11,5,2
1000,475,1152441,7357,16,11,5,2
1000,480,1322574,8524,16,11,5,2
1000,480,1193538,7499,16,11,5,2
1000,480,1199528,7686,16,11,5,2
1000,480,1261996,8547,16,11,5,2
1000,480,1026605,6949,16,11,5,2
1000,485,1044186,6531,16,11,5,2
1000,485,1097871,8515,16,11,5,2
1000,485,1193779,7112,16,11,5,2
1000,485,1172887,7764,16,11,5,2
1000,485,1043103,8005,16,11,5,2
1000,490,1185103,7646,16,11,5,2
1000,490,1071079,7286,16,11,5,2
1000,490,1226808,8659,16,11,5,2
1000,490,1032821,6778,16,11,5,2
1000,490,1065461,8234,16,11,5,2
1000,495,1214665,7776,16,11,5,2
1000,495,1068576,38459,16,11,5,2
1000,495,1207827,8247,16,11,5,2
1000,495,1210100,8855,16,11,5,2
1000,495,1208204,8172,16,11,5,2
1000,500,1116685,7502,16,11,5,2
1000,500,1190496,7295,16,11,5,2
1000,500,1188997,7175,16,11,5,2
1000,500,1046092,6693,16,11,5,2
1000,500,1057650,6639,16,11,5,2

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    406.5
    + w    0.522
    + t     0.49
              µs

Reads = 16 + (0 * w) + (0 * t)
Writes = 5 + (0 * w) + (0 * t)
Min Squares Analysis
========
-- Extrinsic Time --

Data points distribution:
    w     t   mean µs  sigma µs       %
    0   500     636.8     32.71    5.1%
   10   500     721.2     26.71    3.7%
   20   500     724.8     14.89    2.0%
   30   500     650.9     8.085    1.2%
   40   500     706.8     29.72    4.2%
   50   500       712      34.4    4.8%
   60   500       737     6.852    0.9%
   70   500     682.1     29.26    4.2%
   80   500     748.2     31.71    4.2%
   90   500     753.9     6.045    0.8%
  100   500     747.6      46.6    6.2%
  110   500     715.1     18.77    2.6%
  120   500     713.2      22.1    3.0%
  130   500     762.7     27.82    3.6%
  140   500     758.8     4.423    0.5%
  150   500     762.9     9.561    1.2%
  160   500     683.5     40.78    5.9%
  170   500     729.1     30.39    4.1%
  180   500     706.9     23.27    3.2%
  190   500     701.5     12.76    1.8%
  200   500     758.9     27.72    3.6%
  210   500     716.9     42.22    5.8%
  220   500     760.4      50.1    6.5%
  230   500     729.9     42.92    5.8%
  240   500     705.2     19.18    2.7%
  250   500     826.5     48.95    5.9%
  260   500     755.3     6.725    0.8%
  270   500     776.5     35.45    4.5%
  280   500       699     10.08    1.4%
  290   500     774.2     45.36    5.8%
  300   500     811.5     17.46    2.1%
  310   500     815.8     12.61    1.5%
  320   500     812.4     56.71    6.9%
  330   500     765.2      6.78    0.8%
  340   500       819     7.828    0.9%
  350   500     794.5     57.57    7.2%
  360   500       718     19.41    2.7%
  370   500       828      23.6    2.8%
  380   500     775.7     20.95    2.7%
  390   500     859.7     17.79    2.0%
  400   500     836.9     12.99    1.5%
  410   500     782.1     58.05    7.4%
  420   500     814.4     24.98    3.0%
  430   500     825.5     10.05    1.2%
  440   500     837.9     19.09    2.2%
  450   500     889.2     40.01    4.4%
  460   500     867.4     53.19    6.1%
  470   500     901.9     82.74    9.1%
  480   500     815.7     6.761    0.8%
  490   500     900.8     62.54    6.9%
  500   500     989.4     61.29    6.1%
  510   500      1019     22.07    2.1%
  520   500      1025     5.318    0.5%
  530   500       904      13.8    1.5%
  540   500     996.5     25.96    2.6%
  550   500     946.7     24.11    2.5%
  560   500     954.9     31.15    3.2%
  570   500      1019     31.89    3.1%
  580   500      1070     22.23    2.0%
  590   500     925.9     8.702    0.9%
  600   500     972.2     39.47    4.0%
  610   500      1176     90.35    7.6%
  620   500      1029     86.43    8.3%
  630   500      1019     66.82    6.5%
  640   500      1073     18.62    1.7%
  650   500      1021     13.97    1.3%
  660   500     943.2     8.716    0.9%
  670   500     979.3     28.64    2.9%
  680   500      1072     31.47    2.9%
  690   500      1022     96.22    9.4%
  700   500      1000     33.31    3.3%
  710   500      1094     9.498    0.8%
  720   500      1052      58.5    5.5%
  730   500      1062     8.207    0.7%
  740   500      1071     34.39    3.2%
  750   500      1021       5.8    0.5%
  760   500      1040     55.86    5.3%
  770   500      1072     63.13    5.8%
  780   500      1125     26.67    2.3%
  790   500      1047     15.37    1.4%
  800   500      1023     52.76    5.1%
  810   500      1091     82.24    7.5%
  820   500      1083     45.13    4.1%
  830   500      1153     27.49    2.3%
  840   500      1108     29.08    2.6%
  850   500      1047     27.32    2.6%
  860   500      1135     24.62    2.1%
  870   500      1141     20.34    1.7%
  880   500      1196     38.37    3.2%
  890   500      1066     33.33    3.1%
  900   500      1054     46.14    4.3%
  910   500      1099     52.19    4.7%
  920   500      1149     27.42    2.3%
  930   500      1120     54.34    4.8%
  940   500      1102     16.85    1.5%
  950   500      1088     12.77    1.1%
  960   500      1174     26.63    2.2%
  970   500      1239     97.64    7.8%
  980   500      1243     77.95    6.2%
  990   500      1094     16.36    1.4%
 1000     0     925.8     23.76    2.5%
 1000     5       959     45.23    4.7%
 1000    10     936.5     44.02    4.7%
 1000    15     963.2     32.98    3.4%
 1000    20     922.6     48.05    5.2%
 1000    25       901     66.11    7.3%
 1000    30     942.8     19.79    2.0%
 1000    35     913.9     22.39    2.4%
 1000    40     961.7     72.06    7.4%
 1000    45     971.1     32.98    3.3%
 1000    50      1027     10.47    1.0%
 1000    55     937.7     46.18    4.9%
 1000    60     994.5      4.47    0.4%
 1000    65     979.4     63.39    6.4%
 1000    70     886.2     24.52    2.7%
 1000    75       940     52.38    5.5%
 1000    80       926     49.93    5.3%
 1000    85     981.4     48.68    4.9%
 1000    90     971.2     60.99    6.2%
 1000    95     961.2     109.5   11.3%
 1000   100     934.7     35.16    3.7%
 1000   105      1006     20.36    2.0%
 1000   110     912.6     15.85    1.7%
 1000   115     949.9        47    4.9%
 1000   120     923.1     25.41    2.7%
 1000   125     909.1     19.68    2.1%
 1000   130      1046        47    4.4%
 1000   135     929.6     38.85    4.1%
 1000   140      1049     14.54    1.3%
 1000   145     997.5     40.95    4.1%
 1000   150     966.2     56.01    5.7%
 1000   155      1042     29.98    2.8%
 1000   160     945.8     36.97    3.9%
 1000   165      1022     15.42    1.5%
 1000   170      1025     20.92    2.0%
 1000   175     970.7     31.52    3.2%
 1000   180     946.5      19.9    2.1%
 1000   185      1055     31.08    2.9%
 1000   190     984.2     47.99    4.8%
 1000   195     944.1     30.06    3.1%
 1000   200      1005     45.46    4.5%
 1000   205      1052     85.45    8.1%
 1000   210      1010     36.07    3.5%
 1000   215      1006     50.87    5.0%
 1000   220     934.9     5.952    0.6%
 1000   225      1065     11.41    1.0%
 1000   230      1047     5.255    0.5%
 1000   235      1073      67.4    6.2%
 1000   240      1050     48.13    4.5%
 1000   245      1000     49.99    4.9%
 1000   250      1019     22.12    2.1%
 1000   255      1128     33.23    2.9%
 1000   260      1072     28.74    2.6%
 1000   265      1055     51.07    4.8%
 1000   270      1014     23.24    2.2%
 1000   275      1073     9.005    0.8%
 1000   280      1050     44.46    4.2%
 1000   285      1075     20.85    1.9%
 1000   290      1114     9.745    0.8%
 1000   295      1178     62.16    5.2%
 1000   300      1183      40.1    3.3%
 1000   305      1070     58.48    5.4%
 1000   310      1051     33.44    3.1%
 1000   315      1078      70.3    6.5%
 1000   320      1170     85.75    7.3%
 1000   325      1157     20.25    1.7%
 1000   330      1097     75.87    6.9%
 1000   335      1069     119.5   11.1%
 1000   340      1066     19.26    1.8%
 1000   345      1013     12.28    1.2%
 1000   350      1100     17.83    1.6%
 1000   355      1047      43.6    4.1%
 1000   360      1037      14.3    1.3%
 1000   365      1080     15.81    1.4%
 1000   370      1146     24.76    2.1%
 1000   375      1176      37.8    3.2%
 1000   380      1039     35.28    3.3%
 1000   385      1289      75.1    5.8%
 1000   390      1027     2.077    0.2%
 1000   395      1095     47.31    4.3%
 1000   400      1143     12.61    1.1%
 1000   405      1189     33.18    2.7%
 1000   410      1123     38.52    3.4%
 1000   415      1057     52.08    4.9%
 1000   420      1083     48.49    4.4%
 1000   425      1117     12.85    1.1%
 1000   430      1100     54.23    4.9%
 1000   435      1200     42.34    3.5%
 1000   440      1168     8.265    0.7%
 1000   445      1205     37.23    3.0%
 1000   450      1190     50.42    4.2%
 1000   455      1161     74.38    6.4%
 1000   460      1113     55.12    4.9%
 1000   465      1160     53.16    4.5%
 1000   470      1187      37.8    3.1%
 1000   475      1178     18.68    1.5%
 1000   480      1218     30.95    2.5%
 1000   485      1104     52.78    4.7%
 1000   490      1107     55.12    4.9%
 1000   495      1208     0.994    0.0%
 1000   500      1149     32.37    2.8%

Quality and confidence:
param     error
w          0.01
t          0.02

Model:
Time ~=    387.4
    + w    0.528
    + t     0.53
              µs

Reads = 16 + (0 * w) + (0 * t)
Writes = 5 + (0 * w) + (0 * t)
