Pallet: "pallet_asset", Extrinsic: "create_asset", Lowest values: [], Highest values: [], Steps: [100], Repeat: 5
n,i,f,extrinsic_time,storage_root_time,reads,repeat_reads,writes,repeat_writes
1024,126,1024,123588,2273,22,23,11,2
1024,126,1024,119513,2289,22,23,11,2
1024,126,1024,119074,2244,22,23,11,2
1024,126,1024,120354,2345,22,23,11,2
1024,131,1024,119458,2176,22,23,11,2
1024,131,1024,189792,3595,22,23,11,2
1024,131,1024,132951,2425,22,23,11,2
1024,131,1024,125924,2353,22,23,11,2
1024,131,1024,120275,2312,22,23,11,2
1024,136,1024,118859,2352,22,23,11,2
1024,136,1024,120589,2326,22,23,11,2
1024,136,1024,120551,2373,22,23,11,2
1024,136,1024,119928,2330,22,23,11,2
1024,136,1024,120692,2354,22,23,11,2
1024,141,1024,119503,2361,22,23,11,2
1024,141,1024,120356,2333,22,23,11,2
1024,141,1024,121139,2285,22,23,11,2
1024,141,1024,120909,2338,22,23,11,2
1024,141,1024,119750,2297,22,23,11,2
1024,146,1024,119882,2356,22,23,11,2
1024,146,1024,120580,2337,22,23,11,2
1024,146,1024,120685,2330,22,23,11,2
1024,146,1024,177482,2345,22,23,11,2
1024,146,1024,121153,2323,22,23,11,2
1024,151,1024,142066,2428,22,23,11,2
1024,151,1024,151371,2310,22,23,11,2
1024,151,1024,121198,2322,22,23,11,2
1024,151,1024,163814,2321,22,23,11,2
1024,151,1024,120391,2279,22,23,11,2
1024,156,1024,120839,2308,22,23,11,2
1024,156,1024,133646,2585,22,23,11,2
1024,156,1024,121851,2208,22,23,11,2
1024,156,1024,120931,2269,22,23,11,2
1024,156,1024,121637,2357,22,23,11,2
1024,161,1024,121385,2241,22,23,11,2
1024,161,1024,121952,2284,22,23,11,2
1024,161,1024,121422,2375,22,23,11,2
1024,161,1024,121824,2311,22,23,11,2
1024,161,1024,121715,2261,22,23,11,2
1024,166,1024,121602,2348,22,23,11,2
1024,166,1024,120881,2348,22,23,11,2
1024,166,1024,120791,2303,22,23,11,2
1024,166,1024,120989,2340,22,23,11,2
1024,166,1024,128985,2280,22,23,11,2
1024,171,1024,120880,2345,22,23,11,2
1024,171,1024,121073,2355,22,23,11,2
1024,171,1024,121505,2363,22,23,11,2
1024,171,1024,121509,2317,22,23,11,2
1024,171,1024,121958,2288,22,23,11,2
1024,176,1024,122149,2312,22,23,11,2
1024,176,1024,122125,2357,22,23,11,2
1024,176,1024,122614,2308,22,23,11,2
1024,176,1024,122626,2307,22,23,11,2
1024,176,1024,123322,2328,22,23,11,2
1024,181,1024,120968,2289,22,23,11,2
1024,181,1024,125118,2222,22,23,11,2
1024,181,1024,122465,2341,22,23,11,2
1024,181,1024,122282,2317,22,23,11,2
1024,181,1024,121467,2343,22,23,11,2
1024,186,1024,122493,2335,22,23,11,2
1024,186,1024,123475,2314,22,23,11,2
1024,186,1024,122434,2324,22,23,11,2
1024,186,1024,122952,2315,22,23,11,2
1024,186,1024,122093,2293,22,23,11,2
1024,191,1024,122803,2343,22,23,11,2
1024,191,1024,123264,2328,22,23,11,2
1024,191,1024,125054,2342,22,23,11,2
1024,191,1024,124526,2273,22,23,11,2
1024,191,1024,161650,2406,22,23,11,2
1024,196,1024,121984,2440,22,23,11,2
1024,196,1024,125755,2380,22,23,11,2
1024,196,1024,123388,2327,22,23,11,2
1024,196,1024,123927,2311,22,23,11,2
1024,196,1024,123634,2357,22,23,11,2
1024,201,1024,123810,2413,22,23,11,2
1024,201,1024,124591,2325,22,23,11,2
1024,201,1024,124496,2372,22,23,11,2
1024,201,1024,124202,2380,22,23,11,2
1024,201,1024,123892,2274,22,23,11,2
1024,206,1024,124439,2366,22,23,11,2
1024,206,1024,128062,2367,22,23,11,2
1024,206,1024,124642,2318,22,23,11,2
1024,206,1024,124048,2285,22,23,11,2
1024,206,1024,123091,2321,22,23,11,2
1024,211,1024,123237,2270,22,23,11,2
1024,211,1024,123767,2311,22,23,11,2
1024,211,1024,124506,16998,22,23,11,2
1024,211,1024,124499,2261,22,23,11,2
1024,211,1024,124159,2262,22,23,11,2
1024,216,1024,124073,2269,22,23,11,2
1024,216,1024,124164,2315,22,23,11,2
1024,216,1024,124051,2252,22,23,11,2
1024,216,1024,122814,2249,22,23,11,2
1024,216,1024,124540,2312,22,23,11,2
1024,221,1024,124748,2327,22,23,11,2
1024,221,1024,124360,2332,22,23,11,2
1024,221,1024,126617,2339,22,23,11,2
1024,221,1024,124659,2310,22,23,11,2
1024,221,1024,124671,2371,22,23,11,2
1024,226,1024,126012,2333,22,23,11,2
1024,226,1024,125267,2356,22,23,11,2
1024,226,1024,125067,2449,22,23,11,2
1024,226,1024,126991,2296,22,23,11,2
1024,226,1024,125609,2278,22,23,11,2
1024,231,1024,125755,2371,22,23,11,2
1024,231,1024,126028,2281,22,23,11,2
1024,231,1024,125747,2256,22,23,11,2
1024,231,1024,126222,2303,22,23,11,2
1024,231,1024,124777,2380,22,23,11,2
1024,236,1024,125223,2434,22,23,11,2
1024,236,1024,125374,2356,22,23,11,2
1024,236,1024,129094,2395,22,23,11,2
1024,236,1024,126489,2297,22,23,11,2
1024,236,1024,126094,2298,22,23,11,2
1024,241,1024,125633,2347,22,23,11,2
1024,241,1024,125386,2356,22,23,11,2
1024,241,1024,126395,2296,22,23,11,2
1024,241,1024,125939,2281,22,23,11,2
1024,241,1024,126517,2271,22,23,11,2
1024,246,1024,125511,2403,22,23,11,2
1024,246,1024,126427,2393,22,23,11,2
1024,246,1024,126607,2327,22,23,11,2
1024,246,1024,128024,2346,22,23,11,2
1024,246,1024,126228,2255,22,23,11,2
1024,251,1024,125504,2397,22,23,11,2
1024,251,1024,126911,2374,22,23,11,2
1024,251,1024,127592,2326,22,23,11,2
1024,251,1024,127011,2302,22,23,11,2
1024,251,1024,128540,2295,22,23,11,2
1024,256,1024,125800,2325,22,23,11,2
1024,256,1024,127590,2332,22,23,11,2
1024,256,1024,127887,2312,22,23,11,2
1024,256,1024,127304,2324,22,23,11,2
1024,256,1024,127617,2304,22,23,11,2
1024,261,1024,125720,2282,22,23,11,2
1024,261,1024,128039,2273,22,23,11,2
1024,261,1024,126772,2330,22,23,11,2
1024,261,1024,127773,2346,22,23,11,2
1024,261,1024,128443,2256,22,23,11,2
1024,266,1024,126801,2338,22,23,11,2
1024,266,1024,127953,2322,22,23,11,2
1024,266,1024,126611,2348,22,23,11,2
1024,266,1024,161471,2328,22,23,11,2
1024,266,1024,128088,2365,22,23,11,2
1024,271,1024,126686,2299,22,23,11,2
1024,271,1024,127232,2210,22,23,11,2
1024,271,1024,127660,2336,22,23,11,2
1024,271,1024,129917,2292,22,23,11,2
1024,271,1024,129717,2351,22,23,11,2
1024,276,1024,128069,2416,22,23,11,2
1024,276,1024,128206,2368,22,23,11,2
1024,276,1024,127758,2412,22,23,11,2
1024,276,1024,130161,2379,22,23,11,2
1024,276,1024,130544,2347,22,23,11,2
1024,281,1024,127421,2382,22,23,11,2
1024,281,1024,129381,2339,22,23,11,2
1024,281,1024,128421,2327,22,23,11,2
1024,281,1024,128678,2345,22,23,11,2
1024,281,1024,129113,2329,22,23,11,2
1024,286,1024,126380,2342,22,23,11,2
1024,286,1024,131302,2284,22,23,11,2
1024,286,1024,126965,2326,22,23,11,2
1024,286,1024,129001,2312,22,23,11,2
1024,286,1024,129950,2268,22,23,11,2
1024,291,1024,130548,2322,22,23,11,2
1024,291,1024,129317,2268,22,23,11,2
1024,291,1024,129595,2445,22,23,11,2
1024,291,1024,129349,2380,22,23,11,2
1024,291,1024,144022,2280,22,23,11,2
1024,296,1024,129091,2313,22,23,11,2
1024,296,1024,146384,2439,22,23,11,2
1024,296,1024,203691,2450,22,23,11,2
1024,296,1024,130215,3466,22,23,11,2
1024,296,1024,130094,2289,22,23,11,2
1024,301,1024,129650,2309,22,23,11,2
1024,301,1024,129623,2325,22,23,11,2
1024,301,1024,130804,2313,22,23,11,2
1024,301,1024,129933,2274,22,23,11,2
1024,301,1024,129331,2353,22,23,11,2
1024,306,1024,129026,2289,22,23,11,2
1024,306,1024,129976,2286,22,23,11,2
1024,306,1024,130546,2288,22,23,11,2
1024,306,1024,129983,2265,22,23,11,2
1024,306,1024,129528,2334,22,23,11,2
1024,311,1024,145846,2384,22,23,11,2
1024,311,1024,130633,2355,22,23,11,2
1024,311,1024,129569,2324,22,23,11,2
1024,311,1024,129366,2384,22,23,11,2
1024,311,1024,130941,2431,22,23,11,2
1024,316,1024,129960,2325,22,23,11,2
1024,316,1024,130105,2346,22,23,11,2
1024,316,1024,130620,2449,22,23,11,2
1024,316,1024,130051,2322,22,23,11,2
1024,316,1024,130370,2390,22,23,11,2
1024,321,1024,129076,2325,22,23,11,2
1024,321,1024,130212,2384,22,23,11,2
1024,321,1024,129792,2366,22,23,11,2
1024,321,1024,130879,2368,22,23,11,2
1024,321,1024,129969,2341,22,23,11,2
1024,326,1024,129458,2246,22,23,11,2
1024,326,1024,129451,2324,22,23,11,2
1024,326,1024,130199,2393,22,23,11,2
1024,326,1024,129831,2330,22,23,11,2
1024,326,1024,130975,2319,22,23,11,2
1024,331,1024,129270,2302,22,23,11,2
1024,331,1024,129979,2255,22,23,11,2
1024,331,1024,130747,2299,22,23,11,2
1024,331,1024,131437,2401,22,23,11,2
1024,331,1024,132190,2372,22,23,11,2
1024,336,1024,130364,2376,22,23,11,2
1024,336,1024,130097,2370,22,23,11,2
1024,336,1024,131560,2336,22,23,11,2
1024,336,1024,128871,2361,22,23,11,2
1024,336,1024,129799,2358,22,23,11,2
1024,341,1024,149943,2418,22,23,11,2
1024,341,1024,132514,2268,22,23,11,2
1024,341,1024,130225,2385,22,23,11,2
1024,341,1024,131432,2252,22,23,11,2
1024,341,1024,131464,2266,22,23,11,2
1024,346,1024,129727,2342,22,23,11,2
1024,346,1024,130732,2483,22,23,11,2
1024,346,1024,132941,2289,22,23,11,2
1024,346,1024,129938,2288,22,23,11,2
1024,346,1024,130560,2312,22,23,11,2
1024,351,1024,131289,2388,22,23,11,2
1024,351,1024,132957,2388,22,23,11,2
1024,351,1024,130580,2396,22,23,11,2
1024,351,1024,132740,2376,22,23,11,2
1024,351,1024,131023,2394,22,23,11,2
1024,356,1024,130965,2332,22,23,11,2
1024,356,1024,131609,2364,22,23,11,2
1024,356,1024,131797,2347,22,23,11,2
1024,356,1024,132170,2295,22,23,11,2
1024,356,1024,131034,2371,22,23,11,2
1024,361,1024,130379,2274,22,23,11,2
1024,361,1024,132206,2357,22,23,11,2
1024,361,1024,131135,2291,22,23,11,2
1024,361,1024,133291,2283,22,23,11,2
1024,361,1024,131214,2225,22,23,11,2
1024,366,1024,132499,2426,22,23,11,2
1024,366,1024,132192,2243,22,23,11,2
1024,366,1024,133072,2329,22,23,11,2
1024,366,1024,130555,2332,22,23,11,2
1024,366,1024,132206,2342,22,23,11,2
1024,371,1024,131878,2406,22,23,11,2
1024,371,1024,133752,2390,22,23,11,2
1024,371,1024,132739,2338,22,23,11,2
1024,371,1024,133917,2405,22,23,11,2
1024,371,1024,133305,2285,22,23,11,2
1024,376,1024,132668,2309,22,23,11,2
1024,376,1024,132812,2382,22,23,11,2
1024,376,1024,133791,2312,22,23,11,2
1024,376,1024,131650,2301,22,23,11,2
1024,376,1024,133319,2277,22,23,11,2
1024,381,1024,131496,2331,22,23,11,2
1024,381,1024,132610,2260,22,23,11,2
1024,381,1024,132819,2410,22,23,11,2
1024,381,1024,133830,2322,22,23,11,2
1024,381,1024,131400,2285,22,23,11,2
1024,386,1024,132314,2329,22,23,11,2
1024,386,1024,131827,2340,22,23,11,2
1024,386,1024,132334,2355,22,23,11,2
1024,386,1024,134504,2297,22,23,11,2
1024,386,1024,135025,2263,22,23,11,2
1024,391,1024,134743,2343,22,23,11,2
1024,391,1024,134080,2344,22,23,11,2
1024,391,1024,133594,2343,22,23,11,2
1024,391,1024,134693,2292,22,23,11,2
1024,391,1024,132872,2317,22,23,11,2
1024,396,1024,133267,2435,22,23,11,2
1024,396,1024,134293,2295,22,23,11,2
1024,396,1024,135631,2389,22,23,11,2
1024,396,1024,134672,2344,22,23,11,2
1024,396,1024,134259,2336,22,23,11,2
1024,401,1024,136340,2326,22,23,11,2
1024,401,1024,135078,2388,22,23,11,2
1024,401,1024,134825,2266,22,23,11,2
1024,401,1024,132599,2355,22,23,11,2
1024,401,1024,132859,2325,22,23,11,2
1024,406,1024,131790,2395,22,23,11,2
1024,406,1024,134946,2408,22,23,11,2
1024,406,1024,132536,2433,22,23,11,2
1024,406,1024,132758,2362,22,23,11,2
1024,406,1024,132922,2383,22,23,11,2
1024,411,1024,132344,2323,22,23,11,2
1024,411,1024,133099,2334,22,23,11,2
1024,411,1024,132906,2316,22,23,11,2
1024,411,1024,134254,2350,22,23,11,2
1024,411,1024,133053,2433,22,23,11,2
1024,416,1024,133832,2386,22,23,11,2
1024,416,1024,134876,2279,22,23,11,2
1024,416,1024,134576,2375,22,23,11,2
1024,416,1024,134700,2320,22,23,11,2
1024,416,1024,136032,2400,22,23,11,2
1024,421,1024,133495,2356,22,23,11,2
1024,421,1024,136998,2365,22,23,11,2
1024,421,1024,135691,2382,22,23,11,2
1024,421,1024,135729,2299,22,23,11,2
1024,421,1024,135198,2360,22,23,11,2
1024,426,1024,134130,2315,22,23,11,2
1024,426,1024,134743,2366,22,23,11,2
1024,426,1024,134625,2398,22,23,11,2
1024,426,1024,134196,2273,22,23,11,2
1024,426,1024,135172,2343,22,23,11,2
1024,431,1024,166975,2378,22,23,11,2
1024,431,1024,136719,2258,22,23,11,2
1024,431,1024,136080,2406,22,23,11,2
1024,431,1024,136515,2418,22,23,11,2
1024,431,1024,135684,2389,22,23,11,2
1024,436,1024,136030,2348,22,23,11,2
1024,436,1024,136561,2398,22,23,11,2
1024,436,1024,135750,2335,22,23,11,2
1024,436,1024,134524,2310,22,23,11,2
1024,436,1024,135685,2258,22,23,11,2
1024,441,1024,134869,2375,22,23,11,2
1024,441,1024,135008,2386,22,23,11,2
1024,441,1024,134927,2299,22,23,11,2
1024,441,1024,135309,2349,22,23,11,2
1024,441,1024,134509,2380,22,23,11,2
1024,446,1024,134620,2401,22,23,11,2
1024,446,1024,135520,2337,22,23,11,2
1024,446,1024,134638,2409,22,23,11,2
1024,446,1024,135651,2379,22,23,11,2
1024,446,1024,136132,2378,22,23,11,2
1024,451,1024,134378,2351,22,23,11,2
1024,451,1024,134246,2368,22,23,11,2
1024,451,1024,135862,2363,22,23,11,2
1024,451,1024,135400,2337,22,23,11,2
1024,451,1024,133229,2366,22,23,11,2
1024,456,1024,136427,2314,22,23,11,2
1024,456,1024,135593,2313,22,23,11,2
1024,456,1024,136325,2322,22,23,11,2
1024,456,1024,136658,2283,22,23,11,2
1024,456,1024,135368,2299,22,23,11,2
1024,461,1024,140203,2359,22,23,11,2
1024,461,1024,136767,2274,22,23,11,2
1024,461,1024,137138,2297,22,23,11,2
1024,461,1024,135764,2313,22,23,11,2
1024,461,1024,136338,2332,22,23,11,2
1024,466,1024,135532,2330,22,23,11,2
1024,466,1024,139836,2325,22,23,11,2
1024,466,1024,135693,2313,22,23,11,2
1024,466,1024,137080,2275,22,23,11,2
1024,466,1024,136365,2353,22,23,11,2
1024,471,1024,135202,2324,22,23,11,2
1024,471,1024,138071,2169,22,23,11,2
1024,471,1024,138340,2303,22,23,11,2
1024,471,1024,137702,2218,22,23,11,2
1024,471,1024,136715,2409,22,23,11,2
1024,476,1024,135618,2375,22,23,11,2
1024,476,1024,136327,2332,22,23,11,2
1024,476,1024,136101,2172,22,23,11,2
1024,476,1024,136938,2271,22,23,11,2
1024,476,1024,136088,2341,22,23,11,2
1024,481,1024,135615,2379,22,23,11,2
1024,481,1024,136309,2360,22,23,11,2
1024,481,1024,137540,2338,22,23,11,2
1024,481,1024,136490,2260,22,23,11,2
1024,481,1024,135939,2428,22,23,11,2
1024,486,1024,137432,2399,22,23,11,2
1024,486,1024,137381,2357,22,23,11,2
1024,486,1024,138407,2345,22,23,11,2
1024,486,1024,137764,2388,22,23,11,2
1024,486,1024,138091,2288,22,23,11,2
1024,491,1024,135672,2325,22,23,11,2
1024,491,1024,136355,2323,22,23,11,2
1024,491,1024,135658,2264,22,23,11,2
1024,491,1024,137207,2306,22,23,11,2
1024,491,1024,136356,2314,22,23,11,2
1024,496,1024,139088,2389,22,23,11,2
1024,496,1024,137239,2382,22,23,11,2
1024,496,1024,139804,2281,22,23,11,2
1024,496,1024,137941,2299,22,23,11,2
1024,496,1024,136314,2337,22,23,11,2
1024,501,1024,135797,2322,22,23,11,2
1024,501,1024,137550,2291,22,23,11,2
1024,501,1024,141882,2382,22,23,11,2
1024,501,1024,137388,2331,22,23,11,2
1024,501,1024,138076,2343,22,23,11,2
1024,506,1024,138089,2399,22,23,11,2
1024,506,1024,139066,2337,22,23,11,2
1024,506,1024,137682,2296,22,23,11,2
1024,506,1024,140994,2349,22,23,11,2
1024,506,1024,139694,2407,22,23,11,2
1024,511,1024,137453,2275,22,23,11,2
1024,511,1024,138660,2262,22,23,11,2
1024,511,1024,138325,2287,22,23,11,2
1024,511,1024,140217,2251,22,23,11,2
1024,511,1024,141469,2322,22,23,11,2
1024,512,1,134092,2312,22,23,11,2
1024,512,1,133316,2367,22,23,11,2
1024,512,1,133795,2315,22,23,11,2
1024,512,1,133305,2271,22,23,11,2
1024,512,1,134111,2168,22,23,11,2
1024,512,11,134089,2277,22,23,11,2
1024,512,11,134549,2341,22,23,11,2
1024,512,11,133646,2325,22,23,11,2
1024,512,11,133394,2308,22,23,11,2
1024,512,11,132602,2335,22,23,11,2
1024,512,21,133715,2265,22,23,11,2
1024,512,21,132501,2249,22,23,11,2
1024,512,21,134174,2365,22,23,11,2
1024,512,21,133953,2319,22,23,11,2
1024,512,21,133249,2249,22,23,11,2
1024,512,31,132999,2323,22,23,11,2
1024,512,31,132063,2301,22,23,11,2
1024,512,31,132785,2242,22,23,11,2
1024,512,31,132144,2280,22,23,11,2
1024,512,31,133242,2332,22,23,11,2
1024,512,41,132417,2236,22,23,11,2
1024,512,41,133394,2285,22,23,11,2
1024,512,41,132028,2258,22,23,11,2
1024,512,41,135796,2333,22,23,11,2
1024,512,41,132742,2209,22,23,11,2
1024,512,51,132349,2326,22,23,11,2
1024,512,51,131422,2301,22,23,11,2
1024,512,51,132622,2263,22,23,11,2
1024,512,51,131560,2273,22,23,11,2
1024,512,51,131607,2261,22,23,11,2
1024,512,61,131685,2251,22,23,11,2
1024,512,61,134194,2212,22,23,11,2
1024,512,61,133404,2273,22,23,11,2
1024,512,61,133227,2240,22,23,11,2
1024,512,61,132718,2245,22,23,11,2
1024,512,71,132729,2286,22,23,11,2
1024,512,71,134931,2315,22,23,11,2
1024,512,71,133216,2348,22,23,11,2
1024,512,71,132721,2333,22,23,11,2
1024,512,71,133404,2300,22,23,11,2
1024,512,81,132994,2307,22,23,11,2
1024,512,81,137664,2320,22,23,11,2
1024,512,81,132529,2369,22,23,11,2
1024,512,81,132878,2359,22,23,11,2
1024,512,81,133601,2338,22,23,11,2
1024,512,91,132895,2297,22,23,11,2
1024,512,91,134366,2335,22,23,11,2
1024,512,91,133885,2336,22,23,11,2
1024,512,91,133331,2248,22,23,11,2
1024,512,91,133112,2307,22,23,11,2
1024,512,101,133589,2264,22,23,11,2
1024,512,101,133575,2296,22,23,11,2
1024,512,101,133943,2271,22,23,11,2
1024,512,101,131816,2206,22,23,11,2
1024,512,101,133238,2379,22,23,11,2
1024,512,111,131483,2304,22,23,11,2
1024,512,111,131970,2232,22,23,11,2
1024,512,111,132158,2337,22,23,11,2
1024,512,111,132247,2333,22,23,11,2
1024,512,111,131566,2286,22,23,11,2
1024,512,121,132129,2303,22,23,11,2
1024,512,121,132939,2385,22,23,11,2
1024,512,121,132674,2362,22,23,11,2
1024,512,121,133143,2273,22,23,11,2
1024,512,121,134482,2263,22,23,11,2
1024,512,131,135744,2402,22,23,11,2
1024,512,131,132442,2336,22,23,11,2
1024,512,131,134355,2323,22,23,11,2
1024,512,131,134717,2349,22,23,11,2
1024,512,131,134487,2363,22,23,11,2
1024,512,141,134463,2277,22,23,11,2
1024,512,141,133539,2403,22,23,11,2
1024,512,141,133613,2218,22,23,11,2
1024,512,141,134425,2335,22,23,11,2
1024,512,141,134180,2306,22,23,11,2
1024,512,151,132491,2296,22,23,11,2
1024,512,151,132426,2252,22,23,11,2
1024,512,151,132995,2267,22,23,11,2
1024,512,151,133460,2333,22,23,11,2
1024,512,151,131859,2276,22,23,11,2
1024,512,161,132183,2356,22,23,11,2
1024,512,161,132166,2255,22,23,11,2
1024,512,161,133047,2314,22,23,11,2
1024,512,161,132695,2245,22,23,11,2
1024,512,161,133671,2343,22,23,11,2
1024,512,171,131943,2304,22,23,11,2
1024,512,171,132839,2338,22,23,11,2
1024,512,171,133321,2241,22,23,11,2
1024,512,171,133170,2387,22,23,11,2
1024,512,171,134027,2295,22,23,11,2
1024,512,181,133271,2340,22,23,11,2
1024,512,181,132267,2368,22,23,11,2
1024,512,181,132236,2294,22,23,11,2
1024,512,181,132731,2276,22,23,11,2
1024,512,181,133259,2304,22,23,11,2
1024,512,191,133592,2325,22,23,11,2
1024,512,191,134292,2237,22,23,11,2
1024,512,191,132798,2198,22,23,11,2
1024,512,191,134010,2279,22,23,11,2
1024,512,191,133301,2249,22,23,11,2
1024,512,201,132781,2277,22,23,11,2
1024,512,201,135089,2336,22,23,11,2
1024,512,201,135127,2369,22,23,11,2
1024,512,201,133916,2315,22,23,11,2
1024,512,201,133546,2344,22,23,11,2
1024,512,211,134406,2385,22,23,11,2
1024,512,211,135766,2310,22,23,11,2
1024,512,211,134227,2301,22,23,11,2
1024,512,211,134676,2243,22,23,11,2
1024,512,211,135287,2221,22,23,11,2
1024,512,221,134031,2284,22,23,11,2
1024,512,221,134609,2257,22,23,11,2
1024,512,221,133129,2318,22,23,11,2
1024,512,221,134902,2244,22,23,11,2
1024,512,221,139759,2323,22,23,11,2
1024,512,231,133312,2333,22,23,11,2
1024,512,231,134046,2317,22,23,11,2
1024,512,231,133065,2314,22,23,11,2
1024,512,231,133013,2263,22,23,11,2
1024,512,231,132621,2346,22,23,11,2
1024,512,241,133034,2361,22,23,11,2
1024,512,241,132583,2293,22,23,11,2
1024,512,241,132131,2320,22,23,11,2
1024,512,241,133220,2334,22,23,11,2
1024,512,241,132906,2327,22,23,11,2
1024,512,251,132847,2303,22,23,11,2
1024,512,251,134383,2384,22,23,11,2
1024,512,251,133463,2248,22,23,11,2
1024,512,251,134157,2245,22,23,11,2
1024,512,251,133294,2293,22,23,11,2
1024,512,261,133335,2348,22,23,11,2
1024,512,261,133186,2320,22,23,11,2
1024,512,261,134713,2294,22,23,11,2
1024,512,261,135175,2376,22,23,11,2
1024,512,261,134245,2307,22,23,11,2
1024,512,271,133474,2306,22,23,11,2
1024,512,271,134743,2293,22,23,11,2
1024,512,271,133702,2364,22,23,11,2
1024,512,271,134310,2364,22,23,11,2
1024,512,271,134434,2227,22,23,11,2
1024,512,281,133427,2383,22,23,11,2
1024,512,281,134538,2329,22,23,11,2
1024,512,281,133950,2275,22,23,11,2
1024,512,281,133959,2282,22,23,11,2
1024,512,281,137251,2369,22,23,11,2
1024,512,291,133506,2302,22,23,11,2
1024,512,291,133594,2379,22,23,11,2
1024,512,291,132830,2331,22,23,11,2
1024,512,291,134035,2400,22,23,11,2
1024,512,291,132783,2304,22,23,11,2
1024,512,301,133385,2335,22,23,11,2
1024,512,301,133572,2328,22,23,11,2
1024,512,301,133976,2351,22,23,11,2
1024,512,301,134836,2229,22,23,11,2
1024,512,301,134202,2295,22,23,11,2
1024,512,311,133810,2312,22,23,11,2
1024,512,311,133019,2371,22,23,11,2
1024,512,311,135112,2245,22,23,11,2
1024,512,311,134624,2313,22,23,11,2
1024,512,311,133211,2296,22,23,11,2
1024,512,321,134600,2268,22,23,11,2
1024,512,321,133163,2332,22,23,11,2
1024,512,321,135233,2293,22,23,11,2
1024,512,321,134193,2339,22,23,11,2
1024,512,321,136839,2371,22,23,11,2
1024,512,331,132545,2354,22,23,11,2
1024,512,331,133855,2358,22,23,11,2
1024,512,331,135251,2337,22,23,11,2
1024,512,331,138456,2316,22,23,11,2
1024,512,331,134554,2292,22,23,11,2
1024,512,341,133862,2312,22,23,11,2
1024,512,341,135536,2309,22,23,11,2
1024,512,341,134734,2301,22,23,11,2
1024,512,341,135464,2254,22,23,11,2
1024,512,341,134886,2359,22,23,11,2
1024,512,351,133757,2276,22,23,11,2
1024,512,351,133121,2271,22,23,11,2
1024,512,351,133727,2261,22,23,11,2
1024,512,351,135836,2283,22,23,11,2
1024,512,351,135443,2278,22,23,11,2
1024,512,361,134445,2306,22,23,11,2
1024,512,361,135299,2312,22,23,11,2
1024,512,361,135176,2332,22,23,11,2
1024,512,361,134075,2311,22,23,11,2
1024,512,361,134438,2235,22,23,11,2
1024,512,371,134616,2265,22,23,11,2
1024,512,371,134841,2278,22,23,11,2
1024,512,371,134501,2294,22,23,11,2
1024,512,371,133687,2258,22,23,11,2
1024,512,371,134454,2238,22,23,11,2
1024,512,381,134238,2274,22,23,11,2
1024,512,381,134959,2246,22,23,11,2
1024,512,381,134876,2234,22,23,11,2
1024,512,381,134759,2345,22,23,11,2
1024,512,381,133707,2286,22,23,11,2
1024,512,391,133827,2311,22,23,11,2
1024,512,391,136513,2268,22,23,11,2
1024,512,391,135574,2276,22,23,11,2
1024,512,391,152786,2290,22,23,11,2
1024,512,391,136216,2316,22,23,11,2
1024,512,401,134954,2296,22,23,11,2
1024,512,401,134726,2386,22,23,11,2
1024,512,401,134077,2300,22,23,11,2
1024,512,401,135452,2286,22,23,11,2
1024,512,401,134640,2371,22,23,11,2
1024,512,411,176971,2359,22,23,11,2
1024,512,411,137030,2274,22,23,11,2
1024,512,411,135371,2315,22,23,11,2
1024,512,411,135731,2322,22,23,11,2
1024,512,411,134249,2331,22,23,11,2
1024,512,421,134369,2328,22,23,11,2
1024,512,421,133807,2294,22,23,11,2
1024,512,421,135877,2372,22,23,11,2
1024,512,421,136099,2322,22,23,11,2
1024,512,421,135703,2259,22,23,11,2
1024,512,431,135513,2319,22,23,11,2
1024,512,431,135504,2320,22,23,11,2
1024,512,431,134920,2259,22,23,11,2
1024,512,431,135961,2345,22,23,11,2
1024,512,431,134429,2337,22,23,11,2
1024,512,441,150562,2407,22,23,11,2
1024,512,441,135632,2349,22,23,11,2
1024,512,441,137651,2316,22,23,11,2
1024,512,441,135755,2304,22,23,11,2
1024,512,441,136627,2367,22,23,11,2
1024,512,451,133807,2307,22,23,11,2
1024,512,451,135875,2337,22,23,11,2
1024,512,451,134807,2325,22,23,11,2
1024,512,451,135919,2311,22,23,11,2
1024,512,451,135086,2385,22,23,11,2
1024,512,461,133921,2295,22,23,11,2
1024,512,461,134926,2314,22,23,11,2
1024,512,461,133518,2281,22,23,11,2
1024,512,461,134390,2344,22,23,11,2
1024,512,461,136898,2310,22,23,11,2
1024,512,471,134078,2368,22,23,11,2
1024,512,471,135175,2291,22,23,11,2
1024,512,471,134352,2345,22,23,11,2
1024,512,471,135071,2388,22,23,11,2
1024,512,471,135262,2311,22,23,11,2
1024,512,481,135232,2399,22,23,11,2
1024,512,481,136955,2257,22,23,11,2
1024,512,481,134551,2397,22,23,11,2
1024,512,481,136097,2310,22,23,11,2
1024,512,481,135904,2356,22,23,11,2
1024,512,491,135487,2440,22,23,11,2
1024,512,491,135801,2327,22,23,11,2
1024,512,491,134952,2347,22,23,11,2
1024,512,491,134780,2340,22,23,11,2
1024,512,491,136452,2349,22,23,11,2
1024,512,501,135295,2348,22,23,11,2
1024,512,501,134907,2513,22,23,11,2
1024,512,501,136072,2285,22,23,11,2
1024,512,501,134813,2380,22,23,11,2
