Pallet: "pallet_asset", Extrinsic: "create_asset", Lowest values: [], Highest values: [], Steps: [100], Repeat: 5
n,i,f,extrinsic_time,storage_root_time,reads,repeat_reads,writes,repeat_writes
1024,512,501,135579,2242,22,23,11,2
1024,512,511,135218,2416,22,23,11,2
1024,512,511,135392,2297,22,23,11,2
1024,512,511,138609,2399,22,23,11,2
1024,512,511,140755,2356,22,23,11,2
1024,512,511,138461,2394,22,23,11,2
1024,512,521,140119,2354,22,23,11,2
1024,512,521,137594,2398,22,23,11,2
1024,512,521,138466,2404,22,23,11,2
1024,512,521,138482,2404,22,23,11,2
1024,512,521,176529,2374,22,23,11,2
1024,512,531,135011,2396,22,23,11,2
1024,512,531,135221,2276,22,23,11,2
1024,512,531,136911,2322,22,23,11,2
1024,512,531,136425,2291,22,23,11,2
1024,512,531,135833,2372,22,23,11,2
1024,512,541,135702,2336,22,23,11,2
1024,512,541,134876,2354,22,23,11,2
1024,512,541,135289,2309,22,23,11,2
1024,512,541,134819,2296,22,23,11,2
1024,512,541,135206,2309,22,23,11,2
1024,512,551,135318,2363,22,23,11,2
1024,512,551,136179,2373,22,23,11,2
1024,512,551,136033,2279,22,23,11,2
1024,512,551,135717,2288,22,23,11,2
1024,512,551,138000,2328,22,23,11,2
1024,512,561,137295,2362,22,23,11,2
1024,512,561,138256,2317,22,23,11,2
1024,512,561,136688,2348,22,23,11,2
1024,512,561,135442,2324,22,23,11,2
1024,512,561,135445,2249,22,23,11,2
1024,512,571,135531,2327,22,23,11,2
1024,512,571,135363,2379,22,23,11,2
1024,512,571,153027,2401,22,23,11,2
1024,512,571,135956,2437,22,23,11,2
1024,512,571,135750,2315,22,23,11,2
1024,512,581,135471,2317,22,23,11,2
1024,512,581,135371,2322,22,23,11,2
1024,512,581,136842,2300,22,23,11,2
1024,512,581,169369,2354,22,23,11,2
1024,512,581,135995,2278,22,23,11,2
1024,512,591,134633,2342,22,23,11,2
1024,512,591,134179,2243,22,23,11,2
1024,512,591,136092,2197,22,23,11,2
1024,512,591,135025,2234,22,23,11,2
1024,512,591,142529,2313,22,23,11,2
1024,512,601,134380,2362,22,23,11,2
1024,512,601,134766,2365,22,23,11,2
1024,512,601,135811,2307,22,23,11,2
1024,512,601,135155,2279,22,23,11,2
1024,512,601,135859,2269,22,23,11,2
1024,512,611,135060,2301,22,23,11,2
1024,512,611,135935,2302,22,23,11,2
1024,512,611,135988,2315,22,23,11,2
1024,512,611,135190,2362,22,23,11,2
1024,512,611,135673,2358,22,23,11,2
1024,512,621,136581,2373,22,23,11,2
1024,512,621,137737,2334,22,23,11,2
1024,512,621,137080,2362,22,23,11,2
1024,512,621,137384,2278,22,23,11,2
1024,512,621,136804,2274,22,23,11,2
1024,512,631,135221,2374,22,23,11,2
1024,512,631,136376,2308,22,23,11,2
1024,512,631,137714,2433,22,23,11,2
1024,512,631,138242,2384,22,23,11,2
1024,512,631,136876,2347,22,23,11,2
1024,512,641,136938,2283,22,23,11,2
1024,512,641,137584,2275,22,23,11,2
1024,512,641,137251,2256,22,23,11,2
1024,512,641,137822,2278,22,23,11,2
1024,512,641,136471,2361,22,23,11,2
1024,512,651,136976,2367,22,23,11,2
1024,512,651,136845,2312,22,23,11,2
1024,512,651,136949,2310,22,23,11,2
1024,512,651,135731,2300,22,23,11,2
1024,512,651,137261,2325,22,23,11,2
1024,512,661,136811,2349,22,23,11,2
1024,512,661,136224,2402,22,23,11,2
1024,512,661,137362,2279,22,23,11,2
1024,512,661,137719,2315,22,23,11,2
1024,512,661,136901,2318,22,23,11,2
1024,512,671,136967,2356,22,23,11,2
1024,512,671,137200,2293,22,23,11,2
1024,512,671,135778,2339,22,23,11,2
1024,512,671,136981,2392,22,23,11,2
1024,512,671,136531,2336,22,23,11,2
1024,512,681,139380,2399,22,23,11,2
1024,512,681,136930,2341,22,23,11,2
1024,512,681,135982,2298,22,23,11,2
1024,512,681,137161,2329,22,23,11,2
1024,512,681,135818,2314,22,23,11,2
1024,512,691,135787,2383,22,23,11,2
1024,512,691,137749,2410,22,23,11,2
1024,512,691,138545,2332,22,23,11,2
1024,512,691,135123,2375,22,23,11,2
1024,512,691,137218,2322,22,23,11,2
1024,512,701,134709,2250,22,23,11,2
1024,512,701,138018,2287,22,23,11,2
1024,512,701,135750,2296,22,23,11,2
1024,512,701,137381,2334,22,23,11,2
1024,512,701,136640,2347,22,23,11,2
1024,512,711,136615,2349,22,23,11,2
1024,512,711,136507,2347,22,23,11,2
1024,512,711,135815,2259,22,23,11,2
1024,512,711,136060,2335,22,23,11,2
1024,512,711,135915,2385,22,23,11,2
1024,512,721,135570,2329,22,23,11,2
1024,512,721,136049,2322,22,23,11,2
1024,512,721,137035,2331,22,23,11,2
1024,512,721,136493,2291,22,23,11,2
1024,512,721,135830,2305,22,23,11,2
1024,512,731,136301,2361,22,23,11,2
1024,512,731,135679,2399,22,23,11,2
1024,512,731,137837,2270,22,23,11,2
1024,512,731,137358,2359,22,23,11,2
1024,512,731,135890,2287,22,23,11,2
1024,512,741,167699,2406,22,23,11,2
1024,512,741,136383,2380,22,23,11,2
1024,512,741,137109,2331,22,23,11,2
1024,512,741,136205,2422,22,23,11,2
1024,512,741,136352,2330,22,23,11,2
1024,512,751,135806,2327,22,23,11,2
1024,512,751,170199,2372,22,23,11,2
1024,512,751,137048,2414,22,23,11,2
1024,512,751,137606,2376,22,23,11,2
1024,512,751,136962,2358,22,23,11,2
1024,512,761,135277,2328,22,23,11,2
1024,512,761,135888,2297,22,23,11,2
1024,512,761,135784,2437,22,23,11,2
1024,512,761,137357,2335,22,23,11,2
1024,512,761,135436,2329,22,23,11,2
1024,512,771,135656,2277,22,23,11,2
1024,512,771,136718,2293,22,23,11,2
1024,512,771,136278,2238,22,23,11,2
1024,512,771,137568,3703,22,23,11,2
1024,512,771,137063,2211,22,23,11,2
1024,512,781,135726,2379,22,23,11,2
1024,512,781,135459,2320,22,23,11,2
1024,512,781,137988,2307,22,23,11,2
1024,512,781,136249,2267,22,23,11,2
1024,512,781,136673,2367,22,23,11,2
1024,512,791,136363,2308,22,23,11,2
1024,512,791,136247,2329,22,23,11,2
1024,512,791,136039,2378,22,23,11,2
1024,512,791,137249,2298,22,23,11,2
1024,512,791,136632,2277,22,23,11,2
1024,512,801,137027,2302,22,23,11,2
1024,512,801,138294,2235,22,23,11,2
1024,512,801,137594,2317,22,23,11,2
1024,512,801,137053,2272,22,23,11,2
1024,512,801,136655,2352,22,23,11,2
1024,512,811,136704,2350,22,23,11,2
1024,512,811,138322,2327,22,23,11,2
1024,512,811,137451,2401,22,23,11,2
1024,512,811,136762,2279,22,23,11,2
1024,512,811,136760,2365,22,23,11,2
1024,512,821,136637,2316,22,23,11,2
1024,512,821,136210,2356,22,23,11,2
1024,512,821,142680,2323,22,23,11,2
1024,512,821,137931,2259,22,23,11,2
1024,512,821,137674,2326,22,23,11,2
1024,512,831,136203,2306,22,23,11,2
1024,512,831,136290,2228,22,23,11,2
1024,512,831,136844,2240,22,23,11,2
1024,512,831,140115,2294,22,23,11,2
1024,512,831,138035,2321,22,23,11,2
1024,512,841,136329,2206,22,23,11,2
1024,512,841,137900,2347,22,23,11,2
1024,512,841,137575,2335,22,23,11,2
1024,512,841,138450,2294,22,23,11,2
1024,512,841,137573,2324,22,23,11,2
1024,512,851,137765,2345,22,23,11,2
1024,512,851,136200,2317,22,23,11,2
1024,512,851,137593,2284,22,23,11,2
1024,512,851,137315,2345,22,23,11,2
1024,512,851,138525,2329,22,23,11,2
1024,512,861,137575,2366,22,23,11,2
1024,512,861,138308,2406,22,23,11,2
1024,512,861,138177,2378,22,23,11,2
1024,512,861,137992,2294,22,23,11,2
1024,512,861,137387,2342,22,23,11,2
1024,512,871,138580,2275,22,23,11,2
1024,512,871,138633,2230,22,23,11,2
1024,512,871,137609,2321,22,23,11,2
1024,512,871,137114,2327,22,23,11,2
1024,512,871,137947,2326,22,23,11,2
1024,512,881,136308,2323,22,23,11,2
1024,512,881,136799,2240,22,23,11,2
1024,512,881,136739,2300,22,23,11,2
1024,512,881,135975,2299,22,23,11,2
1024,512,881,137874,2311,22,23,11,2
1024,512,891,138475,2376,22,23,11,2
1024,512,891,137405,2383,22,23,11,2
1024,512,891,136400,2344,22,23,11,2
1024,512,891,141741,2350,22,23,11,2
1024,512,891,136872,2286,22,23,11,2
1024,512,901,136554,2306,22,23,11,2
1024,512,901,138406,2397,22,23,11,2
1024,512,901,139012,2356,22,23,11,2
1024,512,901,138180,2294,22,23,11,2
1024,512,901,171036,2255,22,23,11,2
1024,512,911,137101,2315,22,23,11,2
1024,512,911,138288,2298,22,23,11,2
1024,512,911,138398,2344,22,23,11,2
1024,512,911,137891,2380,22,23,11,2
1024,512,911,138799,2407,22,23,11,2
1024,512,921,138067,2417,22,23,11,2
1024,512,921,139060,2385,22,23,11,2
1024,512,921,138594,2311,22,23,11,2
1024,512,921,137232,2349,22,23,11,2
1024,512,921,137002,2298,22,23,11,2
1024,512,931,138688,2355,22,23,11,2
1024,512,931,137574,2263,22,23,11,2
1024,512,931,137975,2345,22,23,11,2
1024,512,931,136825,2348,22,23,11,2
1024,512,931,137348,2333,22,23,11,2
1024,512,941,164732,2377,22,23,11,2
1024,512,941,137708,2279,22,23,11,2
1024,512,941,138696,2323,22,23,11,2
1024,512,941,138017,2363,22,23,11,2
1024,512,941,138395,2328,22,23,11,2
1024,512,951,138167,2380,22,23,11,2
1024,512,951,137333,2354,22,23,11,2
1024,512,951,137986,2314,22,23,11,2
1024,512,951,138242,2245,22,23,11,2
1024,512,951,138395,2349,22,23,11,2
1024,512,961,137821,2304,22,23,11,2
1024,512,961,138006,2361,22,23,11,2
1024,512,961,138856,2262,22,23,11,2
1024,512,961,136406,2219,22,23,11,2
1024,512,961,138468,2352,22,23,11,2
1024,512,971,137454,2349,22,23,11,2
1024,512,971,138422,2375,22,23,11,2
1024,512,971,136782,2282,22,23,11,2
1024,512,971,137691,2308,22,23,11,2
1024,512,971,137546,2304,22,23,11,2
1024,512,981,137357,2291,22,23,11,2
1024,512,981,137790,2387,22,23,11,2
1024,512,981,137760,2259,22,23,11,2
1024,512,981,139852,2273,22,23,11,2
1024,512,981,138670,2243,22,23,11,2
1024,512,991,146402,2342,22,23,11,2
1024,512,991,138764,2299,22,23,11,2
1024,512,991,139559,2342,22,23,11,2
1024,512,991,139296,2401,22,23,11,2
1024,512,991,140188,2294,22,23,11,2
1024,512,1001,138129,2313,22,23,11,2
1024,512,1001,143315,2405,22,23,11,2
1024,512,1001,139019,2337,22,23,11,2
1024,512,1001,138290,2340,22,23,11,2
1024,512,1001,138249,2278,22,23,11,2
1024,512,1011,138585,2373,22,23,11,2
1024,512,1011,138276,2303,22,23,11,2
1024,512,1011,142295,2365,22,23,11,2
1024,512,1011,138779,2334,22,23,11,2
1024,512,1011,138052,2363,22,23,11,2
1024,512,1021,137253,2410,22,23,11,2
1024,512,1021,138445,2342,22,23,11,2
1024,512,1021,138258,2351,22,23,11,2
1024,512,1021,138571,2399,22,23,11,2
1024,512,1021,139566,2336,22,23,11,2

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    104.8
    + n        0
    + i    0.048
    + f    0.005
              µs

Reads = 22 + (0 * n) + (0 * i) + (0 * f)
Writes = 11 + (0 * n) + (0 * i) + (0 * f)
Min Squares Analysis
========
-- Extrinsic Time --

Data points distribution:
    n     i     f   mean µs  sigma µs       %
    1   512  1024     135.9     0.228    0.1%
   11   512  1024     135.5     0.194    0.1%
   21   512  1024     135.3     0.099    0.0%
   31   512  1024     135.8     0.177    0.1%
   41   512  1024     135.7     0.132    0.0%
   51   512  1024     135.6     0.136    0.1%
   61   512  1024     135.5     0.051    0.0%
   71   512  1024       135     0.084    0.0%
   81   512  1024     135.2     0.462    0.3%
   91   512  1024     135.3     0.224    0.1%
  101   512  1024     135.3     0.281    0.2%
  111   512  1024     135.5     0.138    0.1%
  121   512  1024     135.6     0.231    0.1%
  131   512  1024     135.8     0.202    0.1%
  141   512  1024     135.8     0.025    0.0%
  151   512  1024     135.8     0.193    0.1%
  161   512  1024     135.8     0.134    0.0%
  171   512  1024     135.9     0.264    0.1%
  181   512  1024     135.4     0.322    0.2%
  191   512  1024     136.2     0.576    0.4%
  201   512  1024     135.5     0.278    0.2%
  211   512  1024     135.2     0.357    0.2%
  221   512  1024     135.6     0.192    0.1%
  231   512  1024     135.4     0.306    0.2%
  241   512  1024       136     0.158    0.1%
  251   512  1024     135.8      0.31    0.2%
  261   512  1024     135.7     0.405    0.2%
  271   512  1024     135.7     0.103    0.0%
  281   512  1024     135.6     0.757    0.5%
  291   512  1024     135.8     0.136    0.1%
  301   512  1024     136.1     0.379    0.2%
  311   512  1024     135.6     0.117    0.0%
  321   512  1024     135.7     0.269    0.1%
  331   512  1024     135.9     0.284    0.2%
  341   512  1024     136.7     0.107    0.0%
  351   512  1024     135.7      0.17    0.1%
  361   512  1024     136.3     0.462    0.3%
  371   512  1024       136     0.066    0.0%
  381   512  1024     135.9     0.374    0.2%
  391   512  1024     136.3     0.449    0.3%
  401   512  1024     136.2     0.206    0.1%
  411   512  1024     136.3     0.112    0.0%
  421   512  1024     136.5      0.36    0.2%
  431   512  1024     136.4     0.344    0.2%
  441   512  1024     136.3     0.229    0.1%
  451   512  1024     135.9     0.303    0.2%
  461   512  1024     136.3     0.352    0.2%
  471   512  1024     135.8     0.122    0.0%
  481   512  1024     135.5     0.119    0.0%
  491   512  1024     136.7     0.989    0.7%
  501   512  1024     135.5     0.239    0.1%
  511   512  1024     135.7     0.551    0.4%
  521   512  1024     135.7     0.706    0.5%
  531   512  1024     135.9     0.231    0.1%
  541   512  1024     135.7     0.251    0.1%
  551   512  1024     135.5     0.352    0.2%
  561   512  1024     135.6     0.201    0.1%
  571   512  1024     135.8     0.199    0.1%
  581   512  1024     135.8      0.32    0.2%
  591   512  1024       136      0.22    0.1%
  601   512  1024     135.4     0.152    0.1%
  611   512  1024     135.6     0.437    0.3%
  621   512  1024       136     0.623    0.4%
  631   512  1024       136     0.084    0.0%
  641   512  1024     135.9     0.368    0.2%
  651   512  1024     135.7     0.289    0.2%
  661   512  1024     135.8     0.162    0.1%
  671   512  1024     135.7     0.202    0.1%
  681   512  1024     135.9     0.211    0.1%
  691   512  1024     135.8      0.39    0.2%
  701   512  1024     136.4      0.43    0.3%
  711   512  1024     135.6     0.118    0.0%
  721   512  1024     135.6     0.268    0.1%
  731   512  1024       136     0.066    0.0%
  741   512  1024     135.7     0.161    0.1%
  751   512  1024     135.9     0.448    0.3%
  761   512  1024     135.9     0.304    0.2%
  771   512  1024     135.6      0.23    0.1%
  781   512  1024     135.2     0.228    0.1%
  791   512  1024     136.1     0.202    0.1%
  801   512  1024     135.7     0.073    0.0%
  811   512  1024     135.7     0.281    0.2%
  821   512  1024     135.4     0.357    0.2%
  831   512  1024     135.5     0.183    0.1%
  841   512  1024     135.3     0.088    0.0%
  851   512  1024       136     0.373    0.2%
  861   512  1024     135.5     0.106    0.0%
  871   512  1024     135.6     0.109    0.0%
  881   512  1024     135.6     0.203    0.1%
  891   512  1024     135.1     0.407    0.3%
  901   512  1024     134.9     0.028    0.0%
  911   512  1024     136.3     0.354    0.2%
  921   512  1024     135.6     0.299    0.2%
  931   512  1024     136.3      0.24    0.1%
  941   512  1024     135.8     0.279    0.2%
  951   512  1024     135.4     0.086    0.0%
  961   512  1024     135.8     0.256    0.1%
  971   512  1024     136.5     0.105    0.0%
  981   512  1024     136.4     0.286    0.2%
  991   512  1024     136.6     0.061    0.0%
 1001   512  1024     136.2     0.032    0.0%
 1011   512  1024     135.6     0.295    0.2%
 1021   512  1024     135.7     0.316    0.2%
 1024     1  1024       113     0.195    0.1%
 1024     6  1024     114.1      0.27    0.2%
 1024    11  1024     114.3     0.187    0.1%
 1024    16  1024     114.1     0.294    0.2%
 1024    21  1024       115     0.603    0.5%
 1024    26  1024     115.4     0.241    0.2%
 1024    31  1024       115     0.394    0.3%
 1024    36  1024     115.6     0.294    0.2%
 1024    41  1024     117.8     0.542    0.4%
 1024    46  1024     118.9     0.257    0.2%
 1024    51  1024     118.3      0.72    0.6%
 1024    56  1024     117.1     0.186    0.1%
 1024    61  1024     117.6     0.431    0.3%
 1024    66  1024     116.9     0.463    0.3%
 1024    71  1024     117.3     0.304    0.2%
 1024    76  1024     117.9     0.315    0.2%
 1024    81  1024     117.9     0.643    0.5%
 1024    86  1024     118.1     0.229    0.1%
 1024    91  1024     118.4      0.19    0.1%
 1024    96  1024     118.4     0.061    0.0%
 1024   101  1024     118.8     0.412    0.3%
 1024   106  1024     118.5     0.185    0.1%
 1024   111  1024     119.1     0.029    0.0%
 1024   116  1024     119.2     0.333    0.2%
 1024   121  1024     119.2     0.319    0.2%
 1024   126  1024     119.6     0.527    0.4%
 1024   131  1024     126.3     5.185    4.1%
 1024   136  1024     120.3     0.303    0.2%
 1024   141  1024     120.3     0.473    0.3%
 1024   146  1024     120.8     0.249    0.2%
 1024   151  1024     138.2     12.61    9.1%
 1024   156  1024     121.4     0.393    0.3%
 1024   161  1024     121.6     0.169    0.1%
 1024   166  1024     121.1     0.317    0.2%
 1024   171  1024     121.3     0.204    0.1%
 1024   176  1024     122.4     0.222    0.1%
 1024   181  1024       122     0.433    0.3%
 1024   186  1024     122.6     0.231    0.1%
 1024   191  1024     124.2      0.75    0.6%
 1024   196  1024     123.6      0.22    0.1%
 1024   201  1024     124.1     0.246    0.1%
 1024   206  1024     124.3     0.246    0.1%
 1024   211  1024     124.1     0.299    0.2%
 1024   216  1024       124     0.048    0.0%
 1024   221  1024     124.6     0.039    0.0%
 1024   226  1024     125.6     0.304    0.2%
 1024   231  1024     125.8      0.13    0.1%
 1024   236  1024     125.9     0.461    0.3%
 1024   241  1024     125.9     0.313    0.2%
 1024   246  1024     126.4     0.154    0.1%
 1024   251  1024     127.1       0.3    0.2%
 1024   256  1024     127.5     0.141    0.1%
 1024   261  1024     127.5     0.545    0.4%
 1024   266  1024     127.6     0.577    0.4%
 1024   271  1024     128.2     1.084    0.8%
 1024   276  1024     128.8     0.955    0.7%
 1024   281  1024     128.7     0.285    0.2%
 1024   286  1024     128.6     1.245    0.9%
 1024   291  1024     129.8     0.517    0.3%
 1024   296  1024     135.5      7.65    5.6%
 1024   301  1024     129.7      0.14    0.1%
 1024   306  1024     129.8     0.212    0.1%
 1024   311  1024     130.3     0.587    0.4%
 1024   316  1024     130.1     0.139    0.1%
 1024   321  1024     129.9     0.172    0.1%
 1024   326  1024     129.8     0.302    0.2%
 1024   331  1024     130.7     0.595    0.4%
 1024   336  1024       130      0.23    0.1%
 1024   341  1024     131.8     0.502    0.3%
 1024   346  1024     130.4     0.341    0.2%
 1024   351  1024     131.6     0.754    0.5%
 1024   356  1024     131.4     0.324    0.2%
 1024   361  1024     131.5     0.487    0.3%
 1024   366  1024     132.2     0.141    0.1%
 1024   371  1024     133.2     0.414    0.3%
 1024   376  1024     132.9     0.279    0.2%
 1024   381  1024     132.3      0.58    0.4%
 1024   386  1024       133     1.027    0.7%
 1024   391  1024     134.1     0.449    0.3%
 1024   396  1024     134.4     0.187    0.1%
 1024   401  1024     134.2     0.991    0.7%
 1024   406  1024     132.7     0.158    0.1%
 1024   411  1024       133     0.082    0.0%
 1024   416  1024     134.7     0.123    0.0%
 1024   421  1024     135.5     0.241    0.1%
 1024   426  1024     134.5     0.235    0.1%
 1024   431  1024     136.4     0.266    0.1%
 1024   436  1024     135.8     0.149    0.1%
 1024   441  1024     134.9     0.057    0.0%
 1024   446  1024     135.2     0.449    0.3%
 1024   451  1024     134.6     0.515    0.3%
 1024   456  1024     136.1     0.371    0.2%
 1024   461  1024     136.7     0.326    0.2%
 1024   466  1024     136.3     0.566    0.4%
 1024   471  1024     137.4     0.572    0.4%
 1024   476  1024     136.1     0.109    0.0%
 1024   481  1024     136.2     0.229    0.1%
 1024   486  1024     137.7     0.269    0.1%
 1024   491  1024     136.1     0.322    0.2%
 1024   496  1024       138     0.762    0.5%
 1024   501  1024     137.6     0.293    0.2%
 1024   506  1024     138.9      0.66    0.4%
 1024   511  1024       139     0.824    0.5%
 1024   512     1     133.7     0.319    0.2%
 1024   512    11     133.7     0.287    0.2%
 1024   512    21     133.6     0.292    0.2%
 1024   512    31     132.6     0.363    0.2%
 1024   512    41     132.8     0.406    0.3%
 1024   512    51     131.8     0.361    0.2%
 1024   512    61     133.1      0.29    0.2%
 1024   512    71     133.1     0.284    0.2%
 1024   512    81     133.1     0.317    0.2%
 1024   512    91     133.4     0.325    0.2%
 1024   512   101     133.4     0.162    0.1%
 1024   512   111     131.8     0.246    0.1%
 1024   512   121     132.9     0.192    0.1%
 1024   512   131     134.5     0.149    0.1%
 1024   512   141       134      0.34    0.2%
 1024   512   151     132.6     0.254    0.1%
 1024   512   161     132.6     0.354    0.2%
 1024   512   171     133.1     0.201    0.1%
 1024   512   181     132.7     0.405    0.3%
 1024   512   191     133.6      0.29    0.2%
 1024   512   201     134.1     0.657    0.4%
 1024   512   211     134.7     0.368    0.2%
 1024   512   221     134.5     0.361    0.2%
 1024   512   231     133.1      0.13    0.0%
 1024   512   241     132.8     0.189    0.1%
 1024   512   251     133.6     0.373    0.2%
 1024   512   261       134     0.572    0.4%
 1024   512   271     134.1     0.319    0.2%
 1024   512   281     134.1     0.275    0.2%
 1024   512   291     133.3     0.341    0.2%
 1024   512   301     133.9      0.26    0.1%
 1024   512   311     133.8     0.579    0.4%
 1024   512   321     134.6     0.427    0.3%
 1024   512   331     134.5     0.569    0.4%
 1024   512   341       135     0.314    0.2%
 1024   512   351     134.3     0.801    0.5%
 1024   512   361     134.6     0.346    0.2%
 1024   512   371     134.5     0.068    0.0%
 1024   512   381     134.6     0.277    0.2%
 1024   512   391     136.1     0.391    0.2%
 1024   512   401     134.7     0.132    0.0%
 1024   512   411       136     0.712    0.5%
 1024   512   421     135.3     0.673    0.4%
 1024   512   431     135.3     0.277    0.2%
 1024   512   441     136.6     0.774    0.5%
 1024   512   451     135.2     0.452    0.3%
 1024   512   461     134.4      0.41    0.3%
 1024   512   471     134.8     0.365    0.2%
 1024   512   481     135.7      0.37    0.2%
 1024   512   491     135.4      0.35    0.2%
 1024   512   501     135.2     0.275    0.2%
 1024   512   511     137.4     1.482    1.0%
 1024   512   521       139     0.775    0.5%
 1024   512   531     135.8     0.491    0.3%
 1024   512   541     135.1     0.178    0.1%
 1024   512   551     135.9     0.192    0.1%
 1024   512   561     136.4     0.769    0.5%
 1024   512   571     135.7     0.173    0.1%
 1024   512   581     136.1     0.564    0.4%
 1024   512   591     135.2     0.616    0.4%
 1024   512   601     135.2     0.431    0.3%
 1024   512   611     135.5     0.308    0.2%
 1024   512   621       137     0.236    0.1%
 1024   512   631     136.9     0.552    0.4%
 1024   512   641     137.2     0.263    0.1%
 1024   512   651     136.9     0.056    0.0%
 1024   512   661       137     0.241    0.1%
 1024   512   671     136.8     0.208    0.1%
 1024   512   681     136.6      0.51    0.3%
 1024   512   691     136.9     0.828    0.6%
 1024   512   701     136.5     0.666    0.4%
 1024   512   711     136.1     0.251    0.1%
 1024   512   721     136.1     0.275    0.2%
 1024   512   731     136.5     0.618    0.4%
 1024   512   741     136.6     0.349    0.2%
 1024   512   751     137.2     0.285    0.2%
 1024   512   761     135.7     0.193    0.1%
 1024   512   771     136.6     0.321    0.2%
 1024   512   781     136.2     0.387    0.2%
 1024   512   791     136.4     0.161    0.1%
 1024   512   801     137.2     0.261    0.1%
 1024   512   811     136.9     0.325    0.2%
 1024   512   821     137.4     0.559    0.4%
 1024   512   831       137     0.728    0.5%
 1024   512   841     137.6     0.153    0.1%
 1024   512   851     137.5     0.185    0.1%
 1024   512   861     137.9     0.251    0.1%
 1024   512   871       138     0.402    0.2%
 1024   512   881     136.6     0.218    0.1%
 1024   512   891     137.5     0.666    0.4%
 1024   512   901     138.5     0.351    0.2%
 1024   512   911     138.1     0.217    0.1%
 1024   512   921     137.9      0.56    0.4%
 1024   512   931     137.6     0.259    0.1%
 1024   512   941     138.3     0.277    0.2%
 1024   512   951     138.1     0.107    0.0%
 1024   512   961       138     0.272    0.1%
 1024   512   971     137.5     0.097    0.0%
 1024   512   981       138     0.422    0.3%
 1024   512   991     139.6     0.374    0.2%
 1024   512  1001     138.5     0.353    0.2%
 1024   512  1011     138.5     0.207    0.1%
 1024   512  1021     138.4     0.128    0.0%

Quality and confidence:
param     error
n             0
i             0
f             0

Model:
Time ~=    107.4
    + n    0.003
    + i    0.044
    + f    0.005
              µs

Reads = 22 + (0 * n) + (0 * i) + (0 * f)
Writes = 11 + (0 * n) + (0 * i) + (0 * f)
