Pallet: "pallet_staking", Extrinsic: "submit_solution_weaker", Lowest values: [], Highest values: [], Steps: [100], Repeat: 5
v,n,extrinsic_time,storage_root_time,reads,repeat_reads,writes,repeat_writes
1450,2000,86040,20933,3,0,0,0
1450,2000,94951,6541,3,0,0,0
1450,2000,79314,8355,3,0,0,0
1450,2000,88739,8103,3,0,0,0
1450,2000,83412,8635,3,0,0,0
1460,2000,83560,7402,3,0,0,0
1460,2000,95731,8406,3,0,0,0
1460,2000,85212,9475,3,0,0,0
1460,2000,80146,7904,3,0,0,0
1460,2000,101609,11498,3,0,0,0
1470,2000,96017,18006,3,0,0,0
1470,2000,91581,7048,3,0,0,0
1470,2000,81083,8544,3,0,0,0
1470,2000,76865,6488,3,0,0,0
1470,2000,80345,7874,3,0,0,0
1480,2000,86776,8264,3,0,0,0
1480,2000,88999,7610,3,0,0,0
1480,2000,117277,11831,3,0,0,0
1480,2000,81995,18376,3,0,0,0
1480,2000,82141,20332,3,0,0,0
1490,2000,92219,7414,3,0,0,0
1490,2000,83300,8722,3,0,0,0
1490,2000,79851,9673,3,0,0,0
1490,2000,91666,9652,3,0,0,0
1490,2000,107807,7197,3,0,0,0
1500,2000,112909,12785,3,0,0,0
1500,2000,90806,16922,3,0,0,0
1500,2000,82411,8559,3,0,0,0
1500,2000,79029,8434,3,0,0,0
1500,2000,78950,8196,3,0,0,0
1510,2000,91043,8193,3,0,0,0
1510,2000,82902,6929,3,0,0,0
1510,2000,80563,8382,3,0,0,0
1510,2000,90298,9893,3,0,0,0
1510,2000,85006,8177,3,0,0,0
1520,2000,88961,21410,3,0,0,0
1520,2000,96798,16336,3,0,0,0
1520,2000,82953,8748,3,0,0,0
1520,2000,81936,8017,3,0,0,0
1520,2000,82009,8861,3,0,0,0
1530,2000,88161,9442,3,0,0,0
1530,2000,82925,8670,3,0,0,0
1530,2000,85993,8162,3,0,0,0
1530,2000,88977,8790,3,0,0,0
1530,2000,140145,6940,3,0,0,0
1540,2000,91589,21161,3,0,0,0
1540,2000,81884,7099,3,0,0,0
1540,2000,90895,7391,3,0,0,0
1540,2000,97737,13312,3,0,0,0
1540,2000,79644,7860,3,0,0,0
1550,2000,87937,8307,3,0,0,0
1550,2000,80441,7471,3,0,0,0
1550,2000,84810,8522,3,0,0,0
1550,2000,82056,7063,3,0,0,0
1550,2000,83040,8435,3,0,0,0
1560,2000,84003,7470,3,0,0,0
1560,2000,102681,9405,3,0,0,0
1560,2000,87670,15646,3,0,0,0
1560,2000,100338,7847,3,0,0,0
1560,2000,82117,7098,3,0,0,0
1570,2000,82879,7778,3,0,0,0
1570,2000,92365,8567,3,0,0,0
1570,2000,82177,7630,3,0,0,0
1570,2000,82136,11986,3,0,0,0
1570,2000,79183,8154,3,0,0,0
1580,2000,79196,7426,3,0,0,0
1580,2000,117250,12577,3,0,0,0
1580,2000,87276,17382,3,0,0,0
1580,2000,101573,9708,3,0,0,0
1580,2000,80156,7370,3,0,0,0
1590,2000,89671,7035,3,0,0,0
1590,2000,84279,8386,3,0,0,0
1590,2000,80961,7678,3,0,0,0
1590,2000,84218,7767,3,0,0,0
1590,2000,79434,7981,3,0,0,0
1600,2000,122499,15530,3,0,0,0
1600,2000,108379,9364,3,0,0,0
1600,2000,83329,6928,3,0,0,0
1600,2000,88346,16587,3,0,0,0
1600,2000,103576,8773,3,0,0,0
1610,2000,81332,7745,3,0,0,0
1610,2000,80385,6808,3,0,0,0
1610,2000,80467,7768,3,0,0,0
1610,2000,88871,8389,3,0,0,0
1610,2000,81851,7989,3,0,0,0
1620,2000,84264,7659,3,0,0,0
1620,2000,80828,7528,3,0,0,0
1620,2000,86005,10879,3,0,0,0
1620,2000,81819,8633,3,0,0,0
1620,2000,103442,10896,3,0,0,0
1630,2000,112764,18417,3,0,0,0
1630,2000,79450,8628,3,0,0,0
1630,2000,83719,8387,3,0,0,0
1630,2000,82572,8152,3,0,0,0
1630,2000,97667,8509,3,0,0,0
1640,2000,82178,8515,3,0,0,0
1640,2000,107301,12038,3,0,0,0
1640,2000,87483,17640,3,0,0,0
1640,2000,80440,7186,3,0,0,0
1640,2000,90492,9065,3,0,0,0
1650,2000,81179,7271,3,0,0,0
1650,2000,89280,7999,3,0,0,0
1650,2000,79766,7489,3,0,0,0
1650,2000,81934,7830,3,0,0,0
1650,2000,106799,7789,3,0,0,0
1660,2000,98167,7552,3,0,0,0
1660,2000,83449,7785,3,0,0,0
1660,2000,103339,12469,3,0,0,0
1660,2000,94364,16825,3,0,0,0
1660,2000,88549,7728,3,0,0,0
1670,2000,83173,7797,3,0,0,0
1670,2000,86316,9285,3,0,0,0
1670,2000,82188,7255,3,0,0,0
1670,2000,100479,8065,3,0,0,0
1670,2000,84498,7619,3,0,0,0
1680,2000,93355,37144,3,0,0,0
1680,2000,84785,7389,3,0,0,0
1680,2000,97455,6971,3,0,0,0
1680,2000,92139,7727,3,0,0,0
1680,2000,79280,8007,3,0,0,0
1690,2000,80847,7708,3,0,0,0
1690,2000,80542,8757,3,0,0,0
1690,2000,91947,8752,3,0,0,0
1690,2000,83694,7780,3,0,0,0
1690,2000,122642,13017,3,0,0,0
1700,2000,110255,33015,3,0,0,0
1700,2000,95812,9941,3,0,0,0
1700,2000,82838,9559,3,0,0,0
1700,2000,82605,8467,3,0,0,0
1700,2000,80267,7936,3,0,0,0
1710,2000,107791,8919,3,0,0,0
1710,2000,76168,7646,3,0,0,0
1710,2000,107867,14018,3,0,0,0
1710,2000,91500,17503,3,0,0,0
1710,2000,81590,7141,3,0,0,0
1720,2000,83201,9530,3,0,0,0
1720,2000,98274,8617,3,0,0,0
1720,2000,107752,7317,3,0,0,0
1720,2000,102395,10510,3,0,0,0
1720,2000,92085,16137,3,0,0,0
1730,2000,91638,7461,3,0,0,0
1730,2000,99574,8883,3,0,0,0
1730,2000,101468,8647,3,0,0,0
1730,2000,108656,9695,3,0,0,0
1730,2000,84807,8533,3,0,0,0
1740,2000,94375,8863,3,0,0,0
1740,2000,105499,7510,3,0,0,0
1740,2000,102350,11442,3,0,0,0
1740,2000,228617,19803,3,0,0,0
1740,2000,89313,8322,3,0,0,0
1750,2000,90649,7461,3,0,0,0
1750,2000,95480,8742,3,0,0,0
1750,2000,84193,8203,3,0,0,0
1750,2000,80929,7357,3,0,0,0
1750,2000,84389,7057,3,0,0,0
1760,2000,81900,8714,3,0,0,0
1760,2000,81988,7522,3,0,0,0
1760,2000,109562,10308,3,0,0,0
1760,2000,97204,15122,3,0,0,0
1760,2000,91201,10089,3,0,0,0
1770,2000,82149,8099,3,0,0,0
1770,2000,87341,7955,3,0,0,0
1770,2000,81477,8450,3,0,0,0
1770,2000,104683,35772,3,0,0,0
1770,2000,100223,7733,3,0,0,0
1780,2000,83369,7588,3,0,0,0
1780,2000,80693,7317,3,0,0,0
1780,2000,86675,9513,3,0,0,0
1780,2000,97467,7419,3,0,0,0
1780,2000,102673,18834,3,0,0,0
1790,2000,104626,9543,3,0,0,0
1790,2000,80219,8184,3,0,0,0
1790,2000,81727,7744,3,0,0,0
1790,2000,99465,7783,3,0,0,0
1790,2000,105174,10343,3,0,0,0
1800,2000,86245,18255,3,0,0,0
1800,2000,83128,8790,3,0,0,0
1800,2000,94532,8714,3,0,0,0
1800,2000,82809,7621,3,0,0,0
1800,2000,84978,8977,3,0,0,0
1810,2000,97205,10046,3,0,0,0
1810,2000,103143,11535,3,0,0,0
1810,2000,86938,21141,3,0,0,0
1810,2000,94372,10277,3,0,0,0
1810,2000,82203,8133,3,0,0,0
1820,2000,80136,7489,3,0,0,0
1820,2000,88031,8519,3,0,0,0
1820,2000,82530,7249,3,0,0,0
1820,2000,142372,11269,3,0,0,0
1820,2000,85612,16612,3,0,0,0
1830,2000,95016,18581,3,0,0,0
1830,2000,82915,8713,3,0,0,0
1830,2000,81328,7597,3,0,0,0
1830,2000,91658,7574,3,0,0,0
1830,2000,92145,18272,3,0,0,0
1840,2000,95022,7742,3,0,0,0
1840,2000,81231,6686,3,0,0,0
1840,2000,94599,8194,3,0,0,0
1840,2000,130221,12434,3,0,0,0
1840,2000,91282,35112,3,0,0,0
1850,2000,106881,11468,3,0,0,0
1850,2000,82994,8656,3,0,0,0
1850,2000,83708,8949,3,0,0,0
1850,2000,105148,10919,3,0,0,0
1850,2000,85751,16236,3,0,0,0
1860,2000,94863,7970,3,0,0,0
1860,2000,88414,19226,3,0,0,0
1860,2000,91337,7995,3,0,0,0
1860,2000,79685,7600,3,0,0,0
1860,2000,82502,7464,3,0,0,0
1870,2000,105562,12353,3,0,0,0
1870,2000,102192,17124,3,0,0,0
1870,2000,97080,8850,3,0,0,0
1870,2000,94362,8524,3,0,0,0
1870,2000,87907,8548,3,0,0,0
1880,2000,83191,9622,3,0,0,0
1880,2000,94706,8833,3,0,0,0
1880,2000,92091,7814,3,0,0,0
1880,2000,104525,10476,3,0,0,0
1880,2000,88678,9483,3,0,0,0
1890,2000,89790,22541,3,0,0,0
1890,2000,89357,9255,3,0,0,0
1890,2000,85265,7709,3,0,0,0
1890,2000,83881,8197,3,0,0,0
1890,2000,98318,7871,3,0,0,0
1900,2000,82231,23325,3,0,0,0
1900,2000,89653,8032,3,0,0,0
1900,2000,81987,7304,3,0,0,0
1900,2000,80842,7879,3,0,0,0
1900,2000,80984,7700,3,0,0,0
1910,2000,91942,7357,3,0,0,0
1910,2000,94581,7630,3,0,0,0
1910,2000,103241,11166,3,0,0,0
1910,2000,88641,18406,3,0,0,0
1910,2000,82013,7080,3,0,0,0
1920,2000,114669,8793,3,0,0,0
1920,2000,82275,8405,3,0,0,0
1920,2000,91240,10248,3,0,0,0
1920,2000,86366,8989,3,0,0,0
1920,2000,90213,8616,3,0,0,0
1930,2000,81074,9073,3,0,0,0
1930,2000,83035,10481,3,0,0,0
1930,2000,85087,8079,3,0,0,0
1930,2000,112654,12795,3,0,0,0
1930,2000,89155,16259,3,0,0,0
1940,2000,86139,8688,3,0,0,0
1940,2000,104846,8246,3,0,0,0
1940,2000,86777,8649,3,0,0,0
1940,2000,95241,6845,3,0,0,0
1940,2000,96815,22036,3,0,0,0
1950,2000,98918,14052,3,0,0,0
1950,2000,83886,16931,3,0,0,0
1950,2000,103181,13463,3,0,0,0
1950,2000,88762,18178,3,0,0,0
1950,2000,98667,8374,3,0,0,0
1960,2000,85789,7878,3,0,0,0
1960,2000,85394,7421,3,0,0,0
1960,2000,106689,10534,3,0,0,0
1960,2000,109639,16773,3,0,0,0
1960,2000,80976,7414,3,0,0,0
1970,2000,81218,31296,3,0,0,0
1970,2000,88392,8969,3,0,0,0
1970,2000,87037,8498,3,0,0,0
1970,2000,83253,13003,3,0,0,0
1970,2000,91549,10618,3,0,0,0
1980,2000,104120,23653,3,0,0,0
1980,2000,104926,7869,3,0,0,0
1980,2000,82595,19796,3,0,0,0
1980,2000,83985,19624,3,0,0,0
1980,2000,82187,7325,3,0,0,0
1990,2000,88596,9689,3,0,0,0
1990,2000,125217,9146,3,0,0,0
1990,2000,86871,8550,3,0,0,0
1990,2000,84270,8968,3,0,0,0
1990,2000,106200,16186,3,0,0,0
2000,2000,88373,17863,3,0,0,0
2000,2000,93556,8288,3,0,0,0
2000,2000,85826,7751,3,0,0,0
2000,2000,85179,8103,3,0,0,0
2000,2000,89182,11244,3,0,0,0
2000,1000,88528,8255,3,0,0,0
2000,1000,83688,8068,3,0,0,0
2000,1000,81311,8261,3,0,0,0
2000,1000,80193,8313,3,0,0,0
2000,1000,83952,7593,3,0,0,0
2000,1010,99000,10372,3,0,0,0
2000,1010,145162,18558,3,0,0,0
2000,1010,85516,9551,3,0,0,0
2000,1010,81763,8052,3,0,0,0
2000,1010,95992,8410,3,0,0,0
2000,1020,87730,9437,3,0,0,0
2000,1020,87361,8147,3,0,0,0
2000,1020,86943,8259,3,0,0,0
2000,1020,86754,8393,3,0,0,0
2000,1020,86734,8124,3,0,0,0
2000,1030,150381,8289,3,0,0,0
2000,1030,129421,7868,3,0,0,0
2000,1030,143351,7395,3,0,0,0
2000,1030,82264,7863,3,0,0,0
2000,1030,145706,9139,3,0,0,0
2000,1040,159174,12005,3,0,0,0
2000,1040,128621,7466,3,0,0,0
2000,1040,97634,17293,3,0,0,0
2000,1040,150165,8763,3,0,0,0
2000,1040,112447,7710,3,0,0,0
2000,1050,189183,7489,3,0,0,0
2000,1050,128396,8140,3,0,0,0
2000,1050,388804,7546,3,0,0,0
2000,1050,87726,7816,3,0,0,0
2000,1050,160372,8622,3,0,0,0
2000,1060,78262,7765,3,0,0,0
2000,1060,83316,7516,3,0,0,0
2000,1060,92275,9139,3,0,0,0
2000,1060,103437,9863,3,0,0,0
2000,1060,82744,9351,3,0,0,0
2000,1070,85769,21214,3,0,0,0
2000,1070,97120,8148,3,0,0,0
2000,1070,82330,8035,3,0,0,0
2000,1070,94162,8546,3,0,0,0
2000,1070,81285,7705,3,0,0,0
2000,1080,100859,8015,3,0,0,0
2000,1080,83184,8785,3,0,0,0
2000,1080,83514,7025,3,0,0,0
2000,1080,81057,7937,3,0,0,0
2000,1080,91738,9007,3,0,0,0
2000,1090,91624,7653,3,0,0,0
2000,1090,79767,7937,3,0,0,0
2000,1090,81481,8008,3,0,0,0
2000,1090,86525,8586,3,0,0,0
2000,1090,82295,8290,3,0,0,0
2000,1100,79586,8694,3,0,0,0
2000,1100,82609,6839,3,0,0,0
2000,1100,172339,14582,3,0,0,0
2000,1100,97734,7853,3,0,0,0
2000,1100,84011,17461,3,0,0,0
2000,1110,92399,7566,3,0,0,0
2000,1110,87030,8922,3,0,0,0
2000,1110,91813,7602,3,0,0,0
2000,1110,76996,18384,3,0,0,0
2000,1110,85184,7371,3,0,0,0
2000,1120,80303,7673,3,0,0,0
2000,1120,77926,7995,3,0,0,0
2000,1120,111746,11819,3,0,0,0
2000,1120,98230,9225,3,0,0,0
2000,1120,80210,6868,3,0,0,0
2000,1130,89656,7704,3,0,0,0
2000,1130,77472,7968,3,0,0,0
2000,1130,97729,8545,3,0,0,0
2000,1130,78444,7656,3,0,0,0
2000,1130,96369,11034,3,0,0,0
2000,1140,97142,17245,3,0,0,0
2000,1140,84710,8389,3,0,0,0
2000,1140,96184,7999,3,0,0,0
2000,1140,81729,7728,3,0,0,0
2000,1140,98135,11483,3,0,0,0
2000,1150,97666,8144,3,0,0,0
2000,1150,79197,8238,3,0,0,0
2000,1150,86642,7445,3,0,0,0
2000,1150,100480,8476,3,0,0,0
2000,1150,91464,7845,3,0,0,0
2000,1160,81389,7013,3,0,0,0
2000,1160,88764,7734,3,0,0,0
2000,1160,78435,7770,3,0,0,0
2000,1160,84439,7934,3,0,0,0
2000,1160,105416,10812,3,0,0,0
2000,1170,334269,15135,3,0,0,0
2000,1170,344162,7366,3,0,0,0
2000,1170,342477,12647,3,0,0,0
2000,1170,86126,22316,3,0,0,0
2000,1170,339064,7933,3,0,0,0
2000,1180,305696,6912,3,0,0,0
2000,1180,249812,6817,3,0,0,0
2000,1180,271579,6948,3,0,0,0
2000,1180,263690,7361,3,0,0,0
2000,1180,330986,7748,3,0,0,0
2000,1190,286996,9683,3,0,0,0
2000,1190,253573,17547,3,0,0,0
2000,1190,185940,7519,3,0,0,0
2000,1190,282425,7497,3,0,0,0
2000,1190,328265,6989,3,0,0,0
2000,1200,89415,8434,3,0,0,0
2000,1200,86448,7683,3,0,0,0
2000,1200,83992,6804,3,0,0,0
2000,1200,80431,7112,3,0,0,0
2000,1200,79472,6948,3,0,0,0
2000,1210,78012,6737,3,0,0,0
2000,1210,77122,6579,3,0,0,0
2000,1210,79177,6760,3,0,0,0
2000,1210,123313,8046,3,0,0,0
2000,1210,102485,10247,3,0,0,0
2000,1220,84636,16687,3,0,0,0
2000,1220,79752,6877,3,0,0,0
2000,1220,98373,7118,3,0,0,0
2000,1220,85408,7505,3,0,0,0
2000,1220,81592,8167,3,0,0,0
2000,1230,88039,7333,3,0,0,0
2000,1230,88450,8229,3,0,0,0
2000,1230,79764,12192,3,0,0,0
2000,1230,85818,8989,3,0,0,0
2000,1230,79278,6962,3,0,0,0
2000,1240,88019,20478,3,0,0,0
2000,1240,89380,6802,3,0,0,0
2000,1240,83113,8320,3,0,0,0
2000,1240,80628,7085,3,0,0,0
2000,1240,98640,6970,3,0,0,0
2000,1250,100331,6757,3,0,0,0
2000,1250,143487,7322,3,0,0,0
2000,1250,83816,6915,3,0,0,0
2000,1250,80242,6759,3,0,0,0
2000,1250,81691,6861,3,0,0,0
2000,1260,88096,7949,3,0,0,0
2000,1260,101468,9603,3,0,0,0
2000,1260,115550,18270,3,0,0,0
2000,1260,94552,6933,3,0,0,0
2000,1260,83192,6880,3,0,0,0
2000,1270,80644,7026,3,0,0,0
2000,1270,81971,7016,3,0,0,0
2000,1270,81241,6822,3,0,0,0
2000,1270,84780,6992,3,0,0,0
2000,1270,75139,23255,3,0,0,0
2000,1280,81625,7293,3,0,0,0
2000,1280,107322,20872,3,0,0,0
2000,1280,87770,13102,3,0,0,0
2000,1280,77791,7288,3,0,0,0
2000,1280,85382,8241,3,0,0,0
2000,1290,81502,6880,3,0,0,0
2000,1290,83972,6994,3,0,0,0
2000,1290,92729,7145,3,0,0,0
2000,1290,85755,8328,3,0,0,0
2000,1290,88423,8929,3,0,0,0
2000,1300,104669,18750,3,0,0,0
2000,1300,87264,7670,3,0,0,0
2000,1300,102853,7615,3,0,0,0
2000,1300,81301,7368,3,0,0,0
2000,1300,80266,7641,3,0,0,0
2000,1310,81941,8190,3,0,0,0
2000,1310,90047,7512,3,0,0,0
2000,1310,78971,6795,3,0,0,0
2000,1310,82027,7417,3,0,0,0
2000,1310,80229,7016,3,0,0,0
2000,1320,94444,16502,3,0,0,0
2000,1320,87530,16993,3,0,0,0
2000,1320,92413,6847,3,0,0,0
2000,1320,80967,14552,3,0,0,0
2000,1320,84753,6951,3,0,0,0
2000,1330,89155,16895,3,0,0,0
2000,1330,92197,7901,3,0,0,0
2000,1330,95146,15395,3,0,0,0
2000,1330,81834,7548,3,0,0,0
2000,1330,86831,7158,3,0,0,0
2000,1340,101998,9735,3,0,0,0
2000,1340,89186,19526,3,0,0,0
2000,1340,89548,7978,3,0,0,0
2000,1340,88923,7104,3,0,0,0
2000,1340,95090,7330,3,0,0,0
2000,1350,89097,7690,3,0,0,0
2000,1350,148555,11155,3,0,0,0
2000,1350,78155,6663,3,0,0,0
2000,1350,99693,10875,3,0,0,0
