Pallet: "pallet_staking", Extrinsic: "submit_solution_initial", Lowest values: [], Highest values: [], Steps: [100], Repeat: 5
v,n,a,w,extrinsic_time,storage_root_time,reads,repeat_reads,writes,repeat_writes
1980,2000,500,100,103434165,10873,2106,16406,2,2
1980,2000,500,100,96006488,11697,2106,16406,2,2
1980,2000,500,100,95019351,10589,2106,16406,2,2
1980,2000,500,100,93751542,11057,2106,16406,2,2
1990,2000,500,100,104024760,19912,2106,16406,2,2
1990,2000,500,100,93889583,35598,2106,16406,2,2
1990,2000,500,100,96823743,20781,2106,16406,2,2
1990,2000,500,100,96926175,12696,2106,16406,2,2
1990,2000,500,100,100297302,11397,2106,16406,2,2
2000,2000,500,100,94815272,10396,2106,16406,2,2
2000,2000,500,100,101827966,12969,2106,16406,2,2
2000,2000,500,100,92184660,10481,2106,16406,2,2
2000,2000,500,100,100169512,13740,2106,16406,2,2
2000,2000,500,100,97291170,12308,2106,16406,2,2
2000,1000,500,100,96483030,11808,2106,16406,2,2
2000,1000,500,100,96348407,12016,2106,16406,2,2
2000,1000,500,100,97830826,12407,2106,16406,2,2
2000,1000,500,100,97042499,11677,2106,16406,2,2
2000,1000,500,100,93741031,11125,2106,16406,2,2
2000,1010,500,100,96268750,14960,2106,16406,2,2
2000,1010,500,100,96343819,12449,2106,16406,2,2
2000,1010,500,100,102955721,13618,2106,16406,2,2
2000,1010,500,100,97608610,13233,2106,16406,2,2
2000,1010,500,100,92814130,12439,2106,16406,2,2
2000,1020,500,100,97411807,11513,2106,16406,2,2
2000,1020,500,100,95554237,14240,2106,16406,2,2
2000,1020,500,100,105433186,12197,2106,16406,2,2
2000,1020,500,100,99507566,12984,2106,16406,2,2
2000,1020,500,100,92728772,12024,2106,16406,2,2
2000,1030,500,100,93859871,11428,2106,16406,2,2
2000,1030,500,100,93039198,11943,2106,16406,2,2
2000,1030,500,100,94092450,10581,2106,16406,2,2
2000,1030,500,100,93579206,10151,2106,16406,2,2
2000,1030,500,100,94447234,11496,2106,16406,2,2
2000,1040,500,100,103159949,11287,2106,16406,2,2
2000,1040,500,100,95155630,11918,2106,16406,2,2
2000,1040,500,100,94312009,9873,2106,16406,2,2
2000,1040,500,100,97525458,10803,2106,16406,2,2
2000,1040,500,100,91856421,10132,2106,16406,2,2
2000,1050,500,100,91605596,11432,2106,16406,2,2
2000,1050,500,100,92330475,12659,2106,16406,2,2
2000,1050,500,100,93142086,12418,2106,16406,2,2
2000,1050,500,100,95294678,11314,2106,16406,2,2
2000,1050,500,100,96422716,12169,2106,16406,2,2
2000,1060,500,100,97591557,10954,2106,16406,2,2
2000,1060,500,100,121140805,19443,2106,16406,2,2
2000,1060,500,100,94008639,12631,2106,16406,2,2
2000,1060,500,100,92364174,11806,2106,16406,2,2
2000,1060,500,100,94158602,10666,2106,16406,2,2
2000,1070,500,100,98601100,21997,2106,16406,2,2
2000,1070,500,100,97088649,11231,2106,16406,2,2
2000,1070,500,100,93094618,10996,2106,16406,2,2
2000,1070,500,100,91781620,11224,2106,16406,2,2
2000,1070,500,100,92822888,12343,2106,16406,2,2
2000,1080,500,100,92644633,12211,2106,16406,2,2
2000,1080,500,100,103016334,10728,2106,16406,2,2
2000,1080,500,100,91116844,10944,2106,16406,2,2
2000,1080,500,100,94213923,9686,2106,16406,2,2
2000,1080,500,100,103711248,9973,2106,16406,2,2
2000,1090,500,100,94798100,10837,2106,16406,2,2
2000,1090,500,100,104880863,12870,2106,16406,2,2
2000,1090,500,100,105270204,10879,2106,16406,2,2
2000,1090,500,100,94341954,11835,2106,16406,2,2
2000,1090,500,100,94039832,10851,2106,16406,2,2
2000,1100,500,100,166323332,13653,2106,16406,2,2
2000,1100,500,100,93557349,12131,2106,16406,2,2
2000,1100,500,100,93796448,11187,2106,16406,2,2
2000,1100,500,100,96543306,11803,2106,16406,2,2
2000,1100,500,100,92393155,10878,2106,16406,2,2
2000,1110,500,100,97054513,10843,2106,16406,2,2
2000,1110,500,100,94065993,12815,2106,16406,2,2
2000,1110,500,100,93098381,12858,2106,16406,2,2
2000,1110,500,100,94714603,10486,2106,16406,2,2
2000,1110,500,100,92546078,10856,2106,16406,2,2
2000,1120,500,100,94660919,11942,2106,16406,2,2
2000,1120,500,100,93339725,12335,2106,16406,2,2
2000,1120,500,100,94297042,12641,2106,16406,2,2
2000,1120,500,100,97681204,10199,2106,16406,2,2
2000,1120,500,100,91176876,10474,2106,16406,2,2
2000,1130,500,100,97111409,11964,2106,16406,2,2
2000,1130,500,100,95406439,10007,2106,16406,2,2
2000,1130,500,100,92904791,12608,2106,16406,2,2
2000,1130,500,100,96455796,10955,2106,16406,2,2
2000,1130,500,100,92009839,11781,2106,16406,2,2
2000,1140,500,100,97801233,10213,2106,16406,2,2
2000,1140,500,100,101626845,11226,2106,16406,2,2
2000,1140,500,100,99092112,19396,2106,16406,2,2
2000,1140,500,100,96611260,10709,2106,16406,2,2
2000,1140,500,100,100860220,11797,2106,16406,2,2
2000,1150,500,100,99561091,15453,2106,16406,2,2
2000,1150,500,100,93490407,12605,2106,16406,2,2
2000,1150,500,100,95153030,11041,2106,16406,2,2
2000,1150,500,100,93480177,13664,2106,16406,2,2
2000,1150,500,100,93702912,12921,2106,16406,2,2
2000,1160,500,100,102414690,11490,2106,16406,2,2
2000,1160,500,100,95199468,11879,2106,16406,2,2
2000,1160,500,100,97483274,19657,2106,16406,2,2
2000,1160,500,100,93565457,14260,2106,16406,2,2
2000,1160,500,100,97103505,11217,2106,16406,2,2
2000,1170,500,100,99125601,20699,2106,16406,2,2
2000,1170,500,100,96630016,11813,2106,16406,2,2
2000,1170,500,100,103803816,12131,2106,16406,2,2
2000,1170,500,100,92886181,11815,2106,16406,2,2
2000,1170,500,100,102941598,13609,2106,16406,2,2
2000,1180,500,100,100325250,12872,2106,16406,2,2
2000,1180,500,100,94668747,21914,2106,16406,2,2
2000,1180,500,100,95392380,11750,2106,16406,2,2
2000,1180,500,100,100785573,13711,2106,16406,2,2
2000,1180,500,100,99622624,12646,2106,16406,2,2
2000,1190,500,100,91703587,11859,2106,16406,2,2
2000,1190,500,100,94436925,10953,2106,16406,2,2
2000,1190,500,100,95752155,13132,2106,16406,2,2
2000,1190,500,100,94456337,12361,2106,16406,2,2
2000,1190,500,100,92278215,10586,2106,16406,2,2
2000,1200,500,100,95779900,13688,2106,16406,2,2
2000,1200,500,100,100195748,14167,2106,16406,2,2
2000,1200,500,100,94283102,11231,2106,16406,2,2
2000,1200,500,100,96090312,12474,2106,16406,2,2
2000,1200,500,100,92943094,11522,2106,16406,2,2
2000,1210,500,100,96189439,11705,2106,16406,2,2
2000,1210,500,100,93215680,11332,2106,16406,2,2
2000,1210,500,100,96745877,12663,2106,16406,2,2
2000,1210,500,100,99225040,11302,2106,16406,2,2
2000,1210,500,100,96825635,11996,2106,16406,2,2
2000,1220,500,100,95001361,12578,2106,16406,2,2
2000,1220,500,100,93544365,11089,2106,16406,2,2
2000,1220,500,100,93593114,11163,2106,16406,2,2
2000,1220,500,100,94569924,10379,2106,16406,2,2
2000,1220,500,100,95432586,11363,2106,16406,2,2
2000,1230,500,100,95800803,12030,2106,16406,2,2
2000,1230,500,100,96386675,11353,2106,16406,2,2
2000,1230,500,100,101048708,13971,2106,16406,2,2
2000,1230,500,100,101298013,12328,2106,16406,2,2
2000,1230,500,100,96503091,12881,2106,16406,2,2
2000,1240,500,100,95942812,11712,2106,16406,2,2
2000,1240,500,100,93912407,11177,2106,16406,2,2
2000,1240,500,100,97018844,11826,2106,16406,2,2
2000,1240,500,100,97166708,11874,2106,16406,2,2
2000,1240,500,100,96903665,13188,2106,16406,2,2
2000,1250,500,100,95978828,10314,2106,16406,2,2
2000,1250,500,100,95999980,11909,2106,16406,2,2
2000,1250,500,100,96133617,12077,2106,16406,2,2
2000,1250,500,100,95165197,10769,2106,16406,2,2
2000,1250,500,100,96319962,10298,2106,16406,2,2
2000,1260,500,100,97971852,9790,2106,16406,2,2
2000,1260,500,100,99413735,17754,2106,16406,2,2
2000,1260,500,100,96869326,21309,2106,16406,2,2
2000,1260,500,100,97813599,15108,2106,16406,2,2
2000,1260,500,100,99172215,11672,2106,16406,2,2
2000,1270,500,100,98815640,12731,2106,16406,2,2
2000,1270,500,100,98628834,13712,2106,16406,2,2
2000,1270,500,100,96261577,12080,2106,16406,2,2
2000,1270,500,100,95342424,11309,2106,16406,2,2
2000,1270,500,100,98937681,11590,2106,16406,2,2
2000,1280,500,100,98934142,14863,2106,16406,2,2
2000,1280,500,100,95454919,12314,2106,16406,2,2
2000,1280,500,100,97592632,10970,2106,16406,2,2
2000,1280,500,100,96394485,11180,2106,16406,2,2
2000,1280,500,100,98300392,10841,2106,16406,2,2
2000,1290,500,100,95963807,14111,2106,16406,2,2
2000,1290,500,100,93729255,11481,2106,16406,2,2
2000,1290,500,100,98239037,11287,2106,16406,2,2
2000,1290,500,100,102458401,21431,2106,16406,2,2
2000,1290,500,100,97435613,13285,2106,16406,2,2
2000,1300,500,100,104341247,13187,2106,16406,2,2
2000,1300,500,100,97086162,12975,2106,16406,2,2
2000,1300,500,100,98376005,12746,2106,16406,2,2
2000,1300,500,100,95937525,11692,2106,16406,2,2
2000,1300,500,100,103085996,11766,2106,16406,2,2
2000,1310,500,100,95649917,11952,2106,16406,2,2
2000,1310,500,100,95201888,14881,2106,16406,2,2
2000,1310,500,100,98934770,13493,2106,16406,2,2
2000,1310,500,100,96905927,14163,2106,16406,2,2
2000,1310,500,100,98416450,14573,2106,16406,2,2
2000,1320,500,100,99263805,11412,2106,16406,2,2
2000,1320,500,100,99482433,11667,2106,16406,2,2
2000,1320,500,100,94161148,13456,2106,16406,2,2
2000,1320,500,100,94657383,18123,2106,16406,2,2
2000,1320,500,100,97705645,11405,2106,16406,2,2
2000,1330,500,100,101220293,23290,2106,16406,2,2
2000,1330,500,100,96246476,12869,2106,16406,2,2
2000,1330,500,100,92342156,11296,2106,16406,2,2
2000,1330,500,100,96809716,13128,2106,16406,2,2
2000,1330,500,100,94612367,11255,2106,16406,2,2
2000,1340,500,100,96100585,11887,2106,16406,2,2
2000,1340,500,100,96169578,11273,2106,16406,2,2
2000,1340,500,100,97438290,12852,2106,16406,2,2
2000,1340,500,100,96313447,12148,2106,16406,2,2
2000,1340,500,100,95553967,13135,2106,16406,2,2
2000,1350,500,100,97317337,11129,2106,16406,2,2
2000,1350,500,100,102767573,12266,2106,16406,2,2
2000,1350,500,100,96686364,9961,2106,16406,2,2
2000,1350,500,100,95614179,14293,2106,16406,2,2
2000,1350,500,100,104150205,12573,2106,16406,2,2
2000,1360,500,100,102609802,13814,2106,16406,2,2
2000,1360,500,100,96569237,13732,2106,16406,2,2
2000,1360,500,100,94527333,11397,2106,16406,2,2
2000,1360,500,100,97381553,11083,2106,16406,2,2
2000,1360,500,100,94333924,11504,2106,16406,2,2
2000,1370,500,100,92703232,12140,2106,16406,2,2
2000,1370,500,100,93223099,13897,2106,16406,2,2
2000,1370,500,100,101784908,12614,2106,16406,2,2
2000,1370,500,100,93935657,12999,2106,16406,2,2
2000,1370,500,100,150225262,11895,2106,16406,2,2
2000,1380,500,100,93517195,11483,2106,16406,2,2
2000,1380,500,100,103642912,12562,2106,16406,2,2
2000,1380,500,100,94185453,10801,2106,16406,2,2
2000,1380,500,100,99135606,11523,2106,16406,2,2
2000,1380,500,100,100478589,11307,2106,16406,2,2
2000,1390,500,100,96948582,11551,2106,16406,2,2
2000,1390,500,100,93545727,13475,2106,16406,2,2
2000,1390,500,100,95895181,18719,2106,16406,2,2
2000,1390,500,100,97607777,12271,2106,16406,2,2
2000,1390,500,100,100584447,12267,2106,16406,2,2
2000,1400,500,100,95600671,12351,2106,16406,2,2
2000,1400,500,100,96889394,10848,2106,16406,2,2
2000,1400,500,100,97098047,12265,2106,16406,2,2
2000,1400,500,100,94273686,14541,2106,16406,2,2
2000,1400,500,100,99312498,19601,2106,16406,2,2
2000,1410,500,100,95817322,12013,2106,16406,2,2
2000,1410,500,100,95926141,11032,2106,16406,2,2
2000,1410,500,100,98155808,16353,2106,16406,2,2
2000,1410,500,100,96775016,12244,2106,16406,2,2
2000,1410,500,100,95940246,12866,2106,16406,2,2
2000,1420,500,100,95369483,14536,2106,16406,2,2
2000,1420,500,100,99190811,13497,2106,16406,2,2
2000,1420,500,100,101617633,14564,2106,16406,2,2
2000,1420,500,100,101881336,11578,2106,16406,2,2
2000,1420,500,100,97897654,21514,2106,16406,2,2
2000,1430,500,100,106797009,13496,2106,16406,2,2
2000,1430,500,100,97613347,12942,2106,16406,2,2
2000,1430,500,100,100276249,12381,2106,16406,2,2
2000,1430,500,100,93001778,11864,2106,16406,2,2
2000,1430,500,100,99958160,12579,2106,16406,2,2
2000,1440,500,100,94784807,12535,2106,16406,2,2
2000,1440,500,100,99531843,11824,2106,16406,2,2
2000,1440,500,100,95810863,29297,2106,16406,2,2
2000,1440,500,100,96977222,17545,2106,16406,2,2
2000,1440,500,100,100918141,13178,2106,16406,2,2
2000,1450,500,100,114850846,13866,2106,16406,2,2
2000,1450,500,100,97942480,12932,2106,16406,2,2
2000,1450,500,100,94937398,11920,2106,16406,2,2
2000,1450,500,100,94265686,11271,2106,16406,2,2
2000,1450,500,100,97150689,13955,2106,16406,2,2
2000,1460,500,100,98426985,39142,2106,16406,2,2
2000,1460,500,100,94124378,11092,2106,16406,2,2
2000,1460,500,100,97785287,12246,2106,16406,2,2
2000,1460,500,100,98600545,12980,2106,16406,2,2
2000,1460,500,100,102730952,12315,2106,16406,2,2
2000,1470,500,100,101756983,11013,2106,16406,2,2
2000,1470,500,100,98864637,13604,2106,16406,2,2
2000,1470,500,100,97444133,13360,2106,16406,2,2
2000,1470,500,100,96845460,23225,2106,16406,2,2
2000,1470,500,100,95604043,12645,2106,16406,2,2
2000,1480,500,100,96096038,11132,2106,16406,2,2
2000,1480,500,100,101097361,13687,2106,16406,2,2
2000,1480,500,100,94953233,11847,2106,16406,2,2
2000,1480,500,100,94823128,10671,2106,16406,2,2
2000,1480,500,100,95731855,11390,2106,16406,2,2
2000,1490,500,100,102996523,19978,2106,16406,2,2
2000,1490,500,100,103439329,10447,2106,16406,2,2
2000,1490,500,100,97367928,11050,2106,16406,2,2
2000,1490,500,100,99007909,13402,2106,16406,2,2
2000,1490,500,100,97466368,12581,2106,16406,2,2
2000,1500,500,100,98154209,27171,2106,16406,2,2
2000,1500,500,100,94672173,12576,2106,16406,2,2
2000,1500,500,100,96536487,11080,2106,16406,2,2
2000,1500,500,100,95098149,13005,2106,16406,2,2
2000,1500,500,100,96491857,12147,2106,16406,2,2
2000,1510,500,100,96587832,11660,2106,16406,2,2
2000,1510,500,100,93009430,12201,2106,16406,2,2
2000,1510,500,100,106346174,14122,2106,16406,2,2
2000,1510,500,100,93547481,10669,2106,16406,2,2
2000,1510,500,100,100182847,13237,2106,16406,2,2
2000,1520,500,100,92734994,10844,2106,16406,2,2
2000,1520,500,100,96450876,12420,2106,16406,2,2
2000,1520,500,100,95675615,11997,2106,16406,2,2
2000,1520,500,100,93540350,11629,2106,16406,2,2
2000,1520,500,100,94105573,11851,2106,16406,2,2
2000,1530,500,100,94392764,14164,2106,16406,2,2
2000,1530,500,100,96912283,13071,2106,16406,2,2
2000,1530,500,100,98057251,13971,2106,16406,2,2
2000,1530,500,100,99860205,10513,2106,16406,2,2
2000,1530,500,100,107327253,13295,2106,16406,2,2
2000,1540,500,100,96538222,12207,2106,16406,2,2
2000,1540,500,100,99261509,11200,2106,16406,2,2
2000,1540,500,100,101797202,13295,2106,16406,2,2
2000,1540,500,100,96789692,13279,2106,16406,2,2
2000,1540,500,100,104534981,16603,2106,16406,2,2
2000,1550,500,100,96627997,12941,2106,16406,2,2
2000,1550,500,100,95595231,20853,2106,16406,2,2
2000,1550,500,100,96017541,11396,2106,16406,2,2
2000,1550,500,100,98054975,13670,2106,16406,2,2
2000,1550,500,100,95638860,13448,2106,16406,2,2
2000,1560,500,100,94773348,11408,2106,16406,2,2
2000,1560,500,100,95006624,12607,2106,16406,2,2
2000,1560,500,100,105932167,11681,2106,16406,2,2
2000,1560,500,100,94965306,11802,2106,16406,2,2
2000,1560,500,100,95028388,12645,2106,16406,2,2
2000,1570,500,100,96189138,12636,2106,16406,2,2
2000,1570,500,100,103976404,13059,2106,16406,2,2
2000,1570,500,100,92843201,11401,2106,16406,2,2
2000,1570,500,100,95627141,17529,2106,16406,2,2
2000,1570,500,100,101681595,11544,2106,16406,2,2
2000,1580,500,100,97711846,10849,2106,16406,2,2
2000,1580,500,100,95184630,11378,2106,16406,2,2
2000,1580,500,100,93894377,19622,2106,16406,2,2
2000,1580,500,100,92801748,13983,2106,16406,2,2
2000,1580,500,100,94941360,10815,2106,16406,2,2
2000,1590,500,100,99587549,11137,2106,16406,2,2
2000,1590,500,100,93845257,10600,2106,16406,2,2
2000,1590,500,100,95122625,13838,2106,16406,2,2
2000,1590,500,100,97164689,12267,2106,16406,2,2
2000,1590,500,100,95365923,14380,2106,16406,2,2
2000,1600,500,100,95086173,11427,2106,16406,2,2
2000,1600,500,100,94391878,12856,2106,16406,2,2
2000,1600,500,100,97113333,11071,2106,16406,2,2
2000,1600,500,100,94674860,11940,2106,16406,2,2
2000,1600,500,100,116164618,12617,2106,16406,2,2
2000,1610,500,100,94646069,13590,2106,16406,2,2
2000,1610,500,100,95828145,12409,2106,16406,2,2
2000,1610,500,100,95246631,14085,2106,16406,2,2
2000,1610,500,100,96184553,12747,2106,16406,2,2
2000,1610,500,100,97342338,12162,2106,16406,2,2
2000,1620,500,100,98726759,13046,2106,16406,2,2
2000,1620,500,100,94644567,12094,2106,16406,2,2
2000,1620,500,100,93561876,12900,2106,16406,2,2
2000,1620,500,100,93351793,11093,2106,16406,2,2
2000,1620,500,100,96600497,12571,2106,16406,2,2
2000,1630,500,100,97574477,12450,2106,16406,2,2
2000,1630,500,100,98657024,14122,2106,16406,2,2
2000,1630,500,100,95168178,12389,2106,16406,2,2
2000,1630,500,100,94266496,11568,2106,16406,2,2
2000,1630,500,100,95134101,22773,2106,16406,2,2
2000,1640,500,100,94498777,13840,2106,16406,2,2
2000,1640,500,100,96976810,11569,2106,16406,2,2
2000,1640,500,100,100219886,14419,2106,16406,2,2
2000,1640,500,100,96268323,11607,2106,16406,2,2
2000,1640,500,100,96216217,11429,2106,16406,2,2
2000,1650,500,100,94243898,12068,2106,16406,2,2
2000,1650,500,100,96647227,12930,2106,16406,2,2
2000,1650,500,100,93186577,10305,2106,16406,2,2
2000,1650,500,100,99485804,11754,2106,16406,2,2
2000,1650,500,100,95737607,10641,2106,16406,2,2
2000,1660,500,100,94790043,12723,2106,16406,2,2
2000,1660,500,100,94904991,11716,2106,16406,2,2
2000,1660,500,100,96630899,12370,2106,16406,2,2
2000,1660,500,100,99125911,12498,2106,16406,2,2
2000,1660,500,100,105471904,13337,2106,16406,2,2
2000,1670,500,100,95541992,13389,2106,16406,2,2
2000,1670,500,100,96985150,12339,2106,16406,2,2
2000,1670,500,100,95310363,11969,2106,16406,2,2
2000,1670,500,100,105130013,13530,2106,16406,2,2
2000,1670,500,100,93998485,11400,2106,16406,2,2
2000,1680,500,100,93549935,10827,2106,16406,2,2
2000,1680,500,100,94654108,11664,2106,16406,2,2
2000,1680,500,100,93483297,10825,2106,16406,2,2
2000,1680,500,100,96999163,11243,2106,16406,2,2
2000,1680,500,100,94176427,19478,2106,16406,2,2
2000,1690,500,100,101523211,12992,2106,16406,2,2
2000,1690,500,100,95777875,12138,2106,16406,2,2
2000,1690,500,100,98927272,20452,2106,16406,2,2
2000,1690,500,100,97454041,13639,2106,16406,2,2
2000,1690,500,100,95670316,11745,2106,16406,2,2
2000,1700,500,100,96448085,11647,2106,16406,2,2
2000,1700,500,100,95978723,12177,2106,16406,2,2
2000,1700,500,100,93893659,11857,2106,16406,2,2
2000,1700,500,100,94462862,10855,2106,16406,2,2
2000,1700,500,100,92164420,10937,2106,16406,2,2
2000,1710,500,100,93331309,11037,2106,16406,2,2
2000,1710,500,100,97545072,12423,2106,16406,2,2
2000,1710,500,100,97304097,13098,2106,16406,2,2
2000,1710,500,100,96091045,12289,2106,16406,2,2
2000,1710,500,100,96624174,12736,2106,16406,2,2
2000,1720,500,100,99448139,12146,2106,16406,2,2
2000,1720,500,100,98513407,12165,2106,16406,2,2
2000,1720,500,100,92595006,11730,2106,16406,2,2
2000,1720,500,100,96337329,10660,2106,16406,2,2
2000,1720,500,100,101206206,12173,2106,16406,2,2
2000,1730,500,100,95144578,28600,2106,16406,2,2
2000,1730,500,100,93310702,11434,2106,16406,2,2
2000,1730,500,100,96147118,10506,2106,16406,2,2
2000,1730,500,100,98510835,10693,2106,16406,2,2
2000,1730,500,100,95807792,11184,2106,16406,2,2
2000,1740,500,100,94940753,12346,2106,16406,2,2
2000,1740,500,100,92357371,11303,2106,16406,2,2
2000,1740,500,100,96084915,16145,2106,16406,2,2
2000,1740,500,100,104910306,11900,2106,16406,2,2
2000,1740,500,100,94484929,13258,2106,16406,2,2
2000,1750,500,100,94245319,10127,2106,16406,2,2
2000,1750,500,100,125923760,9845,2106,16406,2,2
2000,1750,500,100,111738563,13026,2106,16406,2,2
2000,1750,500,100,95146526,10296,2106,16406,2,2
2000,1750,500,100,91850668,11294,2106,16406,2,2
2000,1760,500,100,92838570,12187,2106,16406,2,2
2000,1760,500,100,95938360,9883,2106,16406,2,2
2000,1760,500,100,96725774,10932,2106,16406,2,2
2000,1760,500,100,93465073,11413,2106,16406,2,2
2000,1760,500,100,106713144,10184,2106,16406,2,2
2000,1770,500,100,95126771,20776,2106,16406,2,2
2000,1770,500,100,96833218,11602,2106,16406,2,2
2000,1770,500,100,105643140,19597,2106,16406,2,2
2000,1770,500,100,95057345,12076,2106,16406,2,2
2000,1770,500,100,93547832,11665,2106,16406,2,2
2000,1780,500,100,102802745,11123,2106,16406,2,2
2000,1780,500,100,93870201,11989,2106,16406,2,2
2000,1780,500,100,96276630,13651,2106,16406,2,2
2000,1780,500,100,93624233,13757,2106,16406,2,2
2000,1780,500,100,92892276,12549,2106,16406,2,2
2000,1790,500,100,96221500,10313,2106,16406,2,2
2000,1790,500,100,96062042,12119,2106,16406,2,2
2000,1790,500,100,95498664,11656,2106,16406,2,2
2000,1790,500,100,93969678,10913,2106,16406,2,2
2000,1790,500,100,94761115,11218,2106,16406,2,2
2000,1800,500,100,94731491,10869,2106,16406,2,2
2000,1800,500,100,96257595,13138,2106,16406,2,2
2000,1800,500,100,95923588,10997,2106,16406,2,2
2000,1800,500,100,104615509,17963,2106,16406,2,2
2000,1800,500,100,95520603,12962,2106,16406,2,2
2000,1810,500,100,97082702,16333,2106,16406,2,2
2000,1810,500,100,103100410,11559,2106,16406,2,2
2000,1810,500,100,101871122,13666,2106,16406,2,2
2000,1810,500,100,96738624,11711,2106,16406,2,2
2000,1810,500,100,95387241,11063,2106,16406,2,2
2000,1820,500,100,96843356,12610,2106,16406,2,2
2000,1820,500,100,95795333,11154,2106,16406,2,2
2000,1820,500,100,90198551,12083,2106,16406,2,2
2000,1820,500,100,100302400,11259,2106,16406,2,2
2000,1820,500,100,101574262,10921,2106,16406,2,2
2000,1830,500,100,94197339,12752,2106,16406,2,2
2000,1830,500,100,94031320,11637,2106,16406,2,2
2000,1830,500,100,96405771,11552,2106,16406,2,2
2000,1830,500,100,96135364,17506,2106,16406,2,2
2000,1830,500,100,98000976,12133,2106,16406,2,2
2000,1840,500,100,97539387,13147,2106,16406,2,2
2000,1840,500,100,99072147,24092,2106,16406,2,2
2000,1840,500,100,92266073,11173,2106,16406,2,2
2000,1840,500,100,96655240,12071,2106,16406,2,2
2000,1840,500,100,94933427,12472,2106,16406,2,2
2000,1850,500,100,99802527,15046,2106,16406,2,2
2000,1850,500,100,100725531,13284,2106,16406,2,2
2000,1850,500,100,94908012,12962,2106,16406,2,2
2000,1850,500,100,100697748,12346,2106,16406,2,2
2000,1850,500,100,96243642,10718,2106,16406,2,2
2000,1860,500,100,97657922,26502,2106,16406,2,2
2000,1860,500,100,100271287,11331,2106,16406,2,2
2000,1860,500,100,98219255,12092,2106,16406,2,2
2000,1860,500,100,97984441,13572,2106,16406,2,2
2000,1860,500,100,94702341,10971,2106,16406,2,2
2000,1870,500,100,97124519,12444,2106,16406,2,2
2000,1870,500,100,93773538,10521,2106,16406,2,2
2000,1870,500,100,95075909,11334,2106,16406,2,2
2000,1870,500,100,96217329,12576,2106,16406,2,2
2000,1870,500,100,102512474,13518,2106,16406,2,2
2000,1880,500,100,95635346,19140,2106,16406,2,2
2000,1880,500,100,93256124,10830,2106,16406,2,2
2000,1880,500,100,94984604,13529,2106,16406,2,2
2000,1880,500,100,94199911,20919,2106,16406,2,2
2000,1880,500,100,98300058,10482,2106,16406,2,2
2000,1890,500,100,92526967,10443,2106,16406,2,2
2000,1890,500,100,92428451,12768,2106,16406,2,2
2000,1890,500,100,93041248,10418,2106,16406,2,2
2000,1890,500,100,92511436,10559,2106,16406,2,2
2000,1890,500,100,94524499,10784,2106,16406,2,2
2000,1900,500,100,97251947,11739,2106,16406,2,2
2000,1900,500,100,93619354,11912,2106,16406,2,2
2000,1900,500,100,93357274,10145,2106,16406,2,2
2000,1900,500,100,95702149,10021,2106,16406,2,2
2000,1900,500,100,107121897,11231,2106,16406,2,2
2000,1910,500,100,95129031,11574,2106,16406,2,2
2000,1910,500,100,99086071,12744,2106,16406,2,2
2000,1910,500,100,99743092,12401,2106,16406,2,2
2000,1910,500,100,95738099,15541,2106,16406,2,2
2000,1910,500,100,106158556,11757,2106,16406,2,2
2000,1920,500,100,94399979,11849,2106,16406,2,2
2000,1920,500,100,93504829,10801,2106,16406,2,2
2000,1920,500,100,95797224,12501,2106,16406,2,2
2000,1920,500,100,98092654,14943,2106,16406,2,2
2000,1920,500,100,93841661,18346,2106,16406,2,2
2000,1930,500,100,142904047,11695,2106,16406,2,2
2000,1930,500,100,93504581,11599,2106,16406,2,2
2000,1930,500,100,100016113,14153,2106,16406,2,2
2000,1930,500,100,95149217,11277,2106,16406,2,2
2000,1930,500,100,94657240,11694,2106,16406,2,2
2000,1940,500,100,94044986,20556,2106,16406,2,2
2000,1940,500,100,96488207,10236,2106,16406,2,2
2000,1940,500,100,98397328,13618,2106,16406,2,2
2000,1940,500,100,94406464,22557,2106,16406,2,2
2000,1940,500,100,93653344,12305,2106,16406,2,2
2000,1950,500,100,97447415,11808,2106,16406,2,2
2000,1950,500,100,94825271,12854,2106,16406,2,2
2000,1950,500,100,92905017,12100,2106,16406,2,2
2000,1950,500,100,97201807,10745,2106,16406,2,2
2000,1950,500,100,92662795,11315,2106,16406,2,2
2000,1960,500,100,94042718,11903,2106,16406,2,2
2000,1960,500,100,98165029,10889,2106,16406,2,2
2000,1960,500,100,96940756,13686,2106,16406,2,2
2000,1960,500,100,96169816,13932,2106,16406,2,2
2000,1960,500,100,96156186,10522,2106,16406,2,2
2000,1970,500,100,100902971,10099,2106,16406,2,2
2000,1970,500,100,104438928,14016,2106,16406,2,2
2000,1970,500,100,93894259,12884,2106,16406,2,2
2000,1970,500,100,95171351,20925,2106,16406,2,2
2000,1970,500,100,93909692,10533,2106,16406,2,2
2000,1980,500,100,95475260,10873,2106,16406,2,2
2000,1980,500,100,95213919,12387,2106,16406,2,2
2000,1980,500,100,93567895,10749,2106,16406,2,2
2000,1980,500,100,92535351,10810,2106,16406,2,2
2000,1980,500,100,94227488,38347,2106,16406,2,2
2000,1990,500,100,96041730,11113,2106,16406,2,2
2000,1990,500,100,96927804,10630,2106,16406,2,2
2000,1990,500,100,96961544,12599,2106,16406,2,2
2000,1990,500,100,91658405,10944,2106,16406,2,2
2000,1990,500,100,92645195,11334,2106,16406,2,2
