Pallet: "pallet_protocol_fee", Extrinsic: "change_coefficient", Lowest values: [], Highest values: [], Steps: [50], Repeat: 5
n,d,extrinsic_time,storage_root_time,reads,repeat_reads,writes,repeat_writes
4294967295,1717986900,32349,3208,1,4,1,2
4294967295,1803886245,32142,3245,1,4,1,2
4294967295,1803886245,32399,3259,1,4,1,2
4294967295,1803886245,32657,3277,1,4,1,2
4294967295,1803886245,32634,3098,1,4,1,2
4294967295,1803886245,32573,3132,1,4,1,2
4294967295,1889785590,32240,3230,1,4,1,2
4294967295,1889785590,35555,3501,1,4,1,2
4294967295,1889785590,35544,3431,1,4,1,2
4294967295,1889785590,35580,3416,1,4,1,2
4294967295,1889785590,35739,3495,1,4,1,2
4294967295,1975684935,39643,4017,1,4,1,2
4294967295,1975684935,39782,3823,1,4,1,2
4294967295,1975684935,39660,3827,1,4,1,2
4294967295,1975684935,39277,3792,1,4,1,2
4294967295,1975684935,39646,3804,1,4,1,2
4294967295,2061584280,39020,3972,1,4,1,2
4294967295,2061584280,47353,3150,1,4,1,2
4294967295,2061584280,32564,3169,1,4,1,2
4294967295,2061584280,32414,3165,1,4,1,2
4294967295,2061584280,35278,3414,1,4,1,2
4294967295,2147483625,36020,3731,1,4,1,2
4294967295,2147483625,35747,3547,1,4,1,2
4294967295,2147483625,35623,3883,1,4,1,2
4294967295,2147483625,39829,3967,1,4,1,2
4294967295,2147483625,39598,3982,1,4,1,2
4294967295,2233382970,39344,4047,1,4,1,2
4294967295,2233382970,39629,3889,1,4,1,2
4294967295,2233382970,35677,3494,1,4,1,2
4294967295,2233382970,35591,3461,1,4,1,2
4294967295,2233382970,35902,3408,1,4,1,2
4294967295,2319282315,35661,3661,1,4,1,2
4294967295,2319282315,45434,3366,1,4,1,2
4294967295,2319282315,32441,3242,1,4,1,2
4294967295,2319282315,32364,3207,1,4,1,2
4294967295,2319282315,32608,3187,1,4,1,2
4294967295,2405181660,35451,3624,1,4,1,2
4294967295,2405181660,35556,20513,1,4,1,2
4294967295,2405181660,40219,3872,1,4,1,2
4294967295,2405181660,39467,3966,1,4,1,2
4294967295,2405181660,39595,3941,1,4,1,2
4294967295,2491081005,39783,3940,1,4,1,2
4294967295,2491081005,39801,3796,1,4,1,2
4294967295,2491081005,39442,3795,1,4,1,2
4294967295,2491081005,39835,3794,1,4,1,2
4294967295,2491081005,48025,3480,1,4,1,2
4294967295,2576980350,35207,3470,1,4,1,2
4294967295,2576980350,35517,3476,1,4,1,2
4294967295,2576980350,44340,3512,1,4,1,2
4294967295,2576980350,36149,3397,1,4,1,2
4294967295,2576980350,35869,3347,1,4,1,2
4294967295,2662879695,32223,3641,1,4,1,2
4294967295,2662879695,32594,3250,1,4,1,2
4294967295,2662879695,35947,3524,1,4,1,2
4294967295,2662879695,35775,3514,1,4,1,2
4294967295,2662879695,36062,3539,1,4,1,2
4294967295,2748779040,35676,3795,1,4,1,2
4294967295,2748779040,39169,4022,1,4,1,2
4294967295,2748779040,39218,3957,1,4,1,2
4294967295,2748779040,39656,3985,1,4,1,2
4294967295,2748779040,39362,3957,1,4,1,2
4294967295,2834678385,39506,3875,1,4,1,2
4294967295,2834678385,39436,3777,1,4,1,2
4294967295,2834678385,39793,3782,1,4,1,2
4294967295,2834678385,39236,3712,1,4,1,2
4294967295,2834678385,39789,3836,1,4,1,2
4294967295,2920577730,38826,4037,1,4,1,2
4294967295,2920577730,39333,3859,1,4,1,2
4294967295,2920577730,40001,4014,1,4,1,2
4294967295,2920577730,39913,3873,1,4,1,2
4294967295,2920577730,39504,3832,1,4,1,2
4294967295,3006477075,49843,3190,1,4,1,2
4294967295,3006477075,32459,3157,1,4,1,2
4294967295,3006477075,35637,3425,1,4,1,2
4294967295,3006477075,35691,3448,1,4,1,2
4294967295,3006477075,35652,3600,1,4,1,2
4294967295,3092376420,35707,3642,1,4,1,2
4294967295,3092376420,35333,3578,1,4,1,2
4294967295,3092376420,35420,3628,1,4,1,2
4294967295,3092376420,35630,3564,1,4,1,2
4294967295,3092376420,35756,3570,1,4,1,2
4294967295,3178275765,35405,3528,1,4,1,2
4294967295,3178275765,39408,3778,1,4,1,2
4294967295,3178275765,39438,3877,1,4,1,2
4294967295,3178275765,39321,3726,1,4,1,2
4294967295,3178275765,39172,3462,1,4,1,2
4294967295,3264175110,35049,3496,1,4,1,2
4294967295,3264175110,35826,3439,1,4,1,2
4294967295,3264175110,35425,3482,1,4,1,2
4294967295,3264175110,35639,3431,1,4,1,2
4294967295,3264175110,35843,3546,1,4,1,2
4294967295,3350074455,35452,4063,1,4,1,2
4294967295,3350074455,40009,4125,1,4,1,2
4294967295,3350074455,39303,3963,1,4,1,2
4294967295,3350074455,39204,3930,1,4,1,2
4294967295,3350074455,39555,3886,1,4,1,2
4294967295,3435973800,39113,3779,1,4,1,2
4294967295,3435973800,39331,3817,1,4,1,2
4294967295,3435973800,39501,3909,1,4,1,2
4294967295,3435973800,39783,3771,1,4,1,2
4294967295,3435973800,39429,3731,1,4,1,2
4294967295,3521873145,48880,3445,1,4,1,2
4294967295,3521873145,44104,3601,1,4,1,2
4294967295,3521873145,35517,3415,1,4,1,2
4294967295,3521873145,32430,3044,1,4,1,2
4294967295,3521873145,32464,3114,1,4,1,2
4294967295,3607772490,31966,3191,1,4,1,2
4294967295,3607772490,32544,3103,1,4,1,2
4294967295,3607772490,32426,3028,1,4,1,2
4294967295,3607772490,32317,3094,1,4,1,2
4294967295,3607772490,32334,3381,1,4,1,2
4294967295,3693671835,35386,3465,1,4,1,2
4294967295,3693671835,35569,3420,1,4,1,2
4294967295,3693671835,35508,3402,1,4,1,2
4294967295,3693671835,35862,3378,1,4,1,2
4294967295,3693671835,35950,3506,1,4,1,2
4294967295,3779571180,35322,3547,1,4,1,2
4294967295,3779571180,35516,3478,1,4,1,2
4294967295,3779571180,35500,3456,1,4,1,2
4294967295,3779571180,35581,3165,1,4,1,2
4294967295,3779571180,32385,3110,1,4,1,2
4294967295,3865470525,39228,3985,1,4,1,2
4294967295,3865470525,39457,3887,1,4,1,2
4294967295,3865470525,39238,3923,1,4,1,2
4294967295,3865470525,39261,3867,1,4,1,2
4294967295,3865470525,38913,3887,1,4,1,2
4294967295,3951369870,39223,3867,1,4,1,2
4294967295,3951369870,39557,3813,1,4,1,2
4294967295,3951369870,35352,3483,1,4,1,2
4294967295,3951369870,39383,3842,1,4,1,2
4294967295,3951369870,39342,3878,1,4,1,2
4294967295,4037269215,39771,4199,1,4,1,2
4294967295,4037269215,39472,4089,1,4,1,2
4294967295,4037269215,39481,3931,1,4,1,2
4294967295,4037269215,39511,3879,1,4,1,2
4294967295,4037269215,49971,3515,1,4,1,2
4294967295,4123168560,35445,3535,1,4,1,2
4294967295,4123168560,35614,3552,1,4,1,2
4294967295,4123168560,35781,3416,1,4,1,2
4294967295,4123168560,36000,3451,1,4,1,2
4294967295,4123168560,35627,3425,1,4,1,2
4294967295,4209067905,32219,3233,1,4,1,2
4294967295,4209067905,32349,3149,1,4,1,2
4294967295,4209067905,32351,3145,1,4,1,2
4294967295,4209067905,32612,3084,1,4,1,2
4294967295,4209067905,32507,3188,1,4,1,2
4294967295,4294967250,35501,3664,1,4,1,2
4294967295,4294967250,35588,3597,1,4,1,2
4294967295,4294967250,54776,4077,1,4,1,2
4294967295,4294967250,39163,3873,1,4,1,2
4294967295,4294967250,39591,3954,1,4,1,2

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=     35.8
    + n        0
    + d        0
              µs

Reads = 1 + (0 * n) + (0 * d)
Writes = 1 + (0 * n) + (0 * d)
Min Squares Analysis
========
-- Extrinsic Time --

Data points distribution:
    n     d   mean µs  sigma µs       %
    0 4294967295     35.05      0.99    2.8%
85899345 4294967295     35.69      0.11    0.3%
171798690 4294967295     34.89      1.36    3.8%
257698035 4294967295     35.45     0.071    0.2%
343597380 4294967295     35.66      0.06    0.1%
429496725 4294967295     32.49      0.07    0.2%
515396070 4294967295     39.49      0.16    0.4%
601295415 4294967295     39.43     0.129    0.3%
687194760 4294967295     35.73     0.062    0.1%
773094105 4294967295     32.43     0.028    0.0%
858993450 4294967295     35.54     0.012    0.0%
944892795 4294967295     35.63     0.092    0.2%
1030792140 4294967295     39.53     0.008    0.0%
1116691485 4294967295     35.62     0.075    0.2%
1202590830 4294967295     35.74     0.066    0.1%
1288490175 4294967295     35.55     0.097    0.2%
1374389520 4294967295     35.66      0.03    0.0%
1460288865 4294967295     35.74     0.148    0.4%
1546188210 4294967295     35.79     0.026    0.0%
1632087555 4294967295     32.47     0.078    0.2%
1717986900 4294967295     38.07     1.892    4.9%
1803886245 4294967295     36.83     1.665    4.5%
1889785590 4294967295     35.56     0.086    0.2%
1975684935 4294967295     39.51     0.133    0.3%
2061584280 4294967295     39.26     0.118    0.3%
2147483625 4294967295     35.91     0.164    0.4%
2233382970 4294967295     35.57     0.033    0.0%
2319282315 4294967295     39.35     0.044    0.1%
2405181660 4294967295     39.49     0.164    0.4%
2491081005 4294967295     39.35     0.071    0.1%
2576980350 4294967295     35.57     0.126    0.3%
2662879695 4294967295     35.71     0.109    0.3%
2748779040 4294967295     32.45     0.083    0.2%
2834678385 4294967295     32.43      0.11    0.3%
2920577730 4294967295     35.51     0.095    0.2%
3006477075 4294967295     35.58     0.058    0.1%
3092376420 4294967295      33.4     1.068    3.1%
3178275765 4294967295     32.75     0.146    0.4%
3264175110 4294967295     32.49     0.053    0.1%
3350074455 4294967295     32.52     0.088    0.2%
3435973800 4294967295     35.85      0.04    0.1%
3521873145 4294967295     35.79     0.119    0.3%
3607772490 4294967295     36.08     0.637    1.7%
3693671835 4294967295     35.66     0.117    0.3%
3779571180 4294967295      33.6     1.288    3.8%
3865470525 4294967295     35.66     0.116    0.3%
3951369870 4294967295     39.32     0.112    0.2%
4037269215 4294967295     36.93     1.837    4.9%
4123168560 4294967295     33.62     1.466    4.3%
4209067905 4294967295     32.54     0.006    0.0%
4294967250 4294967295     32.21     0.036    0.1%
4294967295     0     36.34     3.027    8.3%
4294967295 85899345     39.43     0.096    0.2%
4294967295 171798690     39.49     0.016    0.0%
4294967295 257698035     32.53     0.108    0.3%
4294967295 343597380     33.83     1.266    3.7%
4294967295 429496725      35.7     0.191    0.5%
4294967295 515396070      39.5     0.021    0.0%
4294967295 601295415     38.18     1.782    4.6%
